round,maintained_units,avg_risk,avg_survival_prob
1,"[242, 253, 254, 255]",0.0030324657212265683,0.9969675342787735
2,"[245, 247, 257, 267]",0.20054391202649655,0.7994560879735034
3,"[262, 264, 271, 274]",0.3294091661191719,0.670590833880828
4,"[241, 242, 249, 255]",0.2995132847221394,0.7004867152778607
5,"[245, 254, 267, 280]",0.10013225876541838,0.8998677412345817
6,"[247, 257, 276, 277]",0.1274542458352081,0.872545754164792
7,"[242, 255, 256, 264]",0.2531825492244945,0.7468174507755055
8,"[241, 262, 271, 274]",0.2798416631329997,0.7201583368670004
9,"[245, 249, 266, 272]",0.25013065613311536,0.7498693438668846
10,"[247, 255, 257, 277]",0.2995186065484673,0.7004813934515328
11,"[256, 264, 267, 280]",0.18033551943431933,0.8196644805656806
12,"[241, 245, 254, 262]",0.05381452412081469,0.9461854758791853
13,"[242, 255, 271, 274]",0.2793432254584792,0.7206567745415209
14,"[249, 257, 266, 277]",0.2999994172369945,0.7000005827630055
15,"[256, 264, 272, 276]",0.1927664084031524,0.8072335915968477
16,"[242, 245, 254, 255]",0.3031463297897764,0.6968536702102236
17,"[262, 267, 277, 280]",0.1304668166435613,0.8695331833564388
18,"[247, 257, 271, 274]",0.2296997980740323,0.7703002019259678
19,"[249, 255, 264, 266]",0.349698931142311,0.650301068857689
20,"[241, 245, 254, 267]",0.2000536713489341,0.799946328651066
21,"[257, 262, 272, 277]",0.10370412406382427,0.8962958759361758
22,"[242, 247, 253, 255]",0.19951986708516503,0.800480132914835
23,"[256, 264, 271, 274]",0.3102150257003219,0.689784974299678
24,"[245, 249, 254, 266]",0.29267373809281183,0.7073262619071882
25,"[242, 255, 257, 277]",0.2531864099982452,0.7468135900017547
26,"[247, 262, 267, 272]",0.14999941719465443,0.8500005828053456
27,"[245, 254, 256, 264]",0.10018450268689438,0.8998154973131056
28,"[242, 255, 271, 274]",0.3293031451618334,0.6706968548381667
29,"[249, 257, 266, 277]",0.2803406407445788,0.7196593592554212
30,"[245, 247, 254, 262]",0.05385052486793855,0.9461494751320615
31,"[242, 255, 256, 264]",0.24966218560448766,0.7503378143955123
32,"[241, 267, 272, 277]",0.14994245363446496,0.850057546365535
33,"[257, 271, 274, 276]",0.22246841111256538,0.7775315888874347
34,"[247, 249, 255, 266]",0.4031835900750801,0.5968164099249199
35,"[256, 262, 264, 267]",0.23042703387632776,0.7695729661236722
36,"[241, 255, 257, 277]",0.0999990583987785,0.9000009416012216
37,"[242, 245, 253, 272]",0.09985119209472655,0.9001488079052734
38,"[247, 254, 271, 274]",0.279551004006529,0.720448995993471
39,"[249, 255, 264, 266]",0.253789932654746,0.7462100673452541
40,"[242, 257, 262, 277]",0.2996614007510293,0.7003385992489706
