round,maintained_units,avg_risk,avg_survival_prob
1,"[241, 249, 254, 272]",0.0,1.0
2,"[250, 257, 268, 278]",0.3,0.7
3,"[247, 264, 267, 269]",0.25,0.75
4,"[246, 251, 256, 273]",0.2,0.8
5,"[241, 249, 254, 278]",0.15,0.85
6,"[250, 257, 267, 277]",0.25,0.75
7,"[247, 264, 272, 276]",0.25,0.75
8,"[244, 248, 256, 278]",0.2,0.8
9,"[241, 254, 267, 269]",0.2,0.8
10,"[246, 249, 251, 257]",0.3,0.7
11,"[247, 264, 273, 278]",0.2,0.8
12,"[256, 267, 268, 269]",0.2,0.8
13,"[241, 244, 254, 272]",0.2,0.8
14,"[250, 257, 277, 278]",0.2,0.8
15,"[249, 264, 267, 269]",0.25,0.75
16,"[246, 251, 256, 276]",0.2,0.8
17,"[241, 248, 268, 278]",0.25,0.75
18,"[244, 250, 257, 269]",0.35,0.65
19,"[247, 264, 268, 272]",0.15,0.85
20,"[249, 256, 276, 278]",0.15,0.85
21,"[241, 254, 267, 269]",0.2,0.8
22,"[246, 250, 251, 257]",0.25,0.75
23,"[244, 247, 264, 278]",0.2,0.8
24,"[256, 267, 268, 269]",0.2,0.8
25,"[241, 249, 272, 273]",0.25,0.75
26,"[248, 250, 257, 278]",0.25,0.75
27,"[247, 264, 267, 269]",0.2,0.8
28,"[244, 246, 251, 256]",0.2,0.8
29,"[241, 254, 268, 278]",0.25,0.75
30,"[249, 250, 257, 277]",0.3,0.7
31,"[247, 264, 268, 272]",0.15,0.85
32,"[249, 256, 273, 278]",0.15,0.85
33,"[241, 244, 267, 269]",0.25,0.75
34,"[246, 250, 251, 257]",0.25,0.75
35,"[247, 248, 264, 278]",0.2,0.8
36,"[256, 267, 268, 269]",0.2,0.8
37,"[241, 249, 254, 272]",0.2,0.8
38,"[244, 250, 257, 278]",0.3,0.7
39,"[264, 267, 269, 273]",0.25,0.75
40,"[246, 249, 251, 256]",0.15,0.85
