round,maintained_units,avg_risk,avg_survival_prob
1,"[243, 245, 254, 259]",0.005145023571865576,0.9948549764281344
2,"[246, 252, 257, 278]",0.18003054727635903,0.819969452723641
3,"[242, 249, 261, 271]",0.1588035536236919,0.8411964463763081
4,"[245, 262, 266, 275]",0.10076758003928996,0.89923241996071
5,"[248, 254, 274, 278]",0.30850031222273244,0.6914996877772677
6,"[242, 252, 257, 280]",0.30000306885570555,0.6999969311442944
7,"[245, 249, 259, 278]",0.06376394023013737,0.9362360597698626
8,"[246, 262, 266, 271]",0.11833026178161707,0.8816697382183829
9,"[242, 254, 261, 275]",0.20884890349908156,0.7911510965009183
10,"[252, 257, 274, 278]",0.20080316541645357,0.7991968345835465
11,"[243, 245, 249, 272]",0.16330677286574236,0.8366932271342578
12,"[242, 261, 266, 280]",0.16842363383540393,0.831576366164596
13,"[254, 259, 262, 278]",0.2587392880693658,0.7412607119306343
14,"[248, 252, 257, 275]",0.27154572778546016,0.7284542722145398
15,"[242, 245, 261, 274]",0.2133877323833103,0.7866122676166898
16,"[243, 249, 266, 278]",0.16082387856173316,0.8391761214382669
17,"[252, 254, 262, 272]",0.11668242153007566,0.8833175784699243
18,"[242, 257, 261, 271]",0.25046771467466,0.74953228532534
19,"[245, 259, 275, 278]",0.20002073589538263,0.7999792641046174
20,"[246, 249, 266, 274]",0.1324332072163107,0.8675667927836892
21,"[242, 252, 254, 261]",0.2580230708768308,0.7419769291231691
22,"[257, 262, 272, 278]",0.15080376549907898,0.849196234500921
23,"[245, 248, 271, 276]",0.17115930189999623,0.8288406981000037
24,"[242, 261, 275, 280]",0.232546933428977,0.767453066571023
25,"[252, 259, 266, 278]",0.35000044857251583,0.6499995514274841
26,"[243, 246, 257, 262]",0.15830813861829768,0.8416918613817023
27,"[242, 245, 261, 272]",0.15051677044146555,0.8494832295585345
28,"[252, 254, 271, 278]",0.10877131311451346,0.8912286868854865
29,"[249, 266, 274, 275]",0.07369316785420829,0.9263068321457917
30,"[242, 257, 261, 280]",0.2084019074622166,0.7915980925377835
31,"[245, 259, 262, 278]",0.2587709512307913,0.7412290487692087
32,"[246, 248, 252, 254]",0.22157667207013762,0.7784233279298624
33,"[242, 261, 271, 272]",0.22377342172198889,0.7762265782780111
34,"[249, 257, 266, 278]",0.30037586815917533,0.6996241318408247
35,"[245, 252, 254, 262]",0.06671448142750991,0.9332855185724901
36,"[242, 243, 261, 280]",0.20009114194290345,0.7999088580570966
37,"[257, 259, 271, 278]",0.10000073499390724,0.8999992650060926
38,"[246, 249, 252, 266]",0.08325703733798873,0.9167429626620113
39,"[245, 254, 272, 274]",0.3580233352993863,0.6419766647006137
40,"[248, 257, 262, 278]",0.10000075472553342,0.8999992452744665
