round,maintained_units,avg_risk,avg_survival_prob
1,"[246, 255, 265, 277]",0.05,0.95
2,"[242, 265, 274, 277]",0.1,0.9
3,"[247, 263, 264, 273]",0.2,0.8
4,"[243, 259, 269, 271]",0.3,0.7
5,"[241, 246, 260, 274]",0.2,0.8
6,"[242, 262, 265, 277]",0.15,0.85
7,"[246, 247, 255, 263]",0.15,0.85
8,"[246, 255, 271, 274]",0.1,0.9
9,"[243, 251, 255, 264]",0.15,0.85
10,"[241, 242, 265, 269]",0.35,0.65
11,"[247, 260, 262, 263]",0.25,0.75
12,"[246, 255, 271, 273]",0.2,0.8
13,"[246, 262, 265, 277]",0.0,1.0
14,"[242, 243, 274, 277]",0.15,0.85
15,"[241, 247, 263, 264]",0.25,0.75
16,"[260, 269, 271, 278]",0.2,0.8
17,"[246, 265, 274, 277]",0.15,0.85
18,"[242, 255, 262, 277]",0.15,0.85
19,"[243, 246, 247, 263]",0.15,0.85
20,"[241, 246, 271, 274]",0.15,0.85
21,"[255, 260, 264, 265]",0.25,0.75
22,"[242, 269, 277, 278]",0.2,0.8
23,"[247, 262, 263, 274]",0.2,0.8
24,"[243, 246, 255, 271]",0.2,0.8
25,"[241, 246, 255, 265]",0.1,0.9
26,"[242, 260, 274, 277]",0.2,0.8
27,"[247, 255, 263, 264]",0.15,0.85
28,"[262, 269, 271, 278]",0.2,0.8
29,"[243, 246, 265, 274]",0.2,0.8
30,"[241, 242, 273, 277]",0.25,0.75
31,"[246, 247, 260, 263]",0.15,0.85
32,"[246, 255, 271, 274]",0.1,0.9
33,"[262, 264, 265, 277]",0.15,0.85
34,"[242, 243, 269, 278]",0.2,0.8
35,"[241, 247, 263, 274]",0.25,0.75
36,"[246, 255, 260, 271]",0.15,0.85
37,"[246, 262, 265, 277]",0.1,0.9
38,"[242, 265, 274, 277]",0.1,0.9
39,"[247, 263, 264, 273]",0.3,0.7
40,"[241, 269, 271, 278]",0.2,0.8
