round,maintained_units,avg_risk,avg_survival_prob
1,"[243, 261, 263, 274]",0.007173088293252555,0.9928269117067474
2,"[260, 265, 266, 278]",0.14852980177144706,0.851470198228553
3,"[249, 250, 255, 280]",0.14296966724318877,0.8570303327568112
4,"[248, 264, 268, 269]",0.2622516810819466,0.7377483189180534
5,"[263, 265, 266, 276]",0.08968980903384773,0.9103101909661524
6,"[243, 249, 255, 273]",0.11665955632635863,0.8833404436736412
7,"[260, 261, 274, 279]",0.08947797970042766,0.9105220202995724
8,"[250, 268, 278, 280]",0.24712976105450699,0.7528702389454931
9,"[249, 263, 265, 266]",0.2166129669319589,0.7833870330680411
10,"[264, 269, 274, 276]",0.17840699939389276,0.8215930006061072
11,"[243, 249, 251, 268]",0.050020317312518194,0.9499796826874818
12,"[248, 255, 263, 265]",0.06532631575761925,0.9346736842423808
13,"[250, 260, 266, 280]",0.25858923376369636,0.7414107662363036
14,"[249, 268, 273, 278]",0.10324481864554942,0.8967551813544506
15,"[255, 265, 276, 279]",0.06929777953864454,0.9307022204613554
16,"[243, 263, 264, 274]",0.28867878383658757,0.7113212161634125
17,"[249, 250, 266, 268]",0.10000117773018431,0.8999988222698156
18,"[255, 260, 265, 280]",0.0796344307337303,0.9203655692662697
19,"[249, 261, 263, 274]",0.06227136110871272,0.9377286388912873
20,"[248, 266, 276, 278]",0.10381839916876792,0.896181600831232
21,"[243, 255, 265, 268]",0.12805828672335653,0.8719417132766434
22,"[249, 250, 264, 274]",0.2635722087110971,0.7364277912889029
23,"[263, 273, 279, 280]",0.1674817312471117,0.8325182687528884
24,"[248, 255, 260, 266]",0.16000590283414326,0.8399940971658568
25,"[249, 265, 268, 274]",0.23033065160810112,0.7696693483918988
26,"[243, 250, 263, 278]",0.10367865192599371,0.8963213480740062
27,"[249, 255, 264, 266]",0.016687154614717408,0.9833128453852826
28,"[248, 269, 274, 280]",0.2000287481217003,0.7999712518782998
29,"[260, 263, 265, 268]",0.10535383505788602,0.894646164942114
30,"[249, 255, 266, 276]",0.0884183302080849,0.911581669791915
31,"[243, 250, 274, 279]",0.17764133993196862,0.8223586600680314
32,"[248, 265, 273, 278]",0.1470858917237016,0.8529141082762985
33,"[249, 263, 264, 268]",0.26665749328317834,0.7333425067168216
34,"[261, 266, 269, 274]",0.1582560444217253,0.8417439555782746
35,"[249, 260, 265, 276]",0.0832025906348475,0.9167974093651525
36,"[243, 248, 250, 255]",0.15223921988962877,0.8477607801103713
37,"[261, 263, 268, 274]",0.15864821807092028,0.8413517819290798
38,"[249, 266, 278, 280]",0.2114807373915808,0.7885192626084192
39,"[255, 264, 265, 279]",0.13242921178250172,0.8675707882174983
40,"[248, 269, 274, 276]",0.1689104097109938,0.8310895902890062
