round,maintained_units,avg_risk,avg_survival_prob
1,"[253, 261, 272, 280]",0.005861229690543657,0.9941387703094563
2,"[249, 251, 263, 269]",0.2284327778997941,0.771567222100206
3,"[255, 257, 271, 275]",0.3370626787511939,0.6629373212488061
4,"[260, 261, 278, 280]",0.21058263155431986,0.7894173684456802
5,"[249, 253, 266, 272]",0.31051901694140194,0.6894809830585981
6,"[248, 255, 257, 271]",0.1623686315534119,0.8376313684465881
7,"[261, 275, 277, 280]",0.18587927569726337,0.8141207243027366
8,"[249, 251, 263, 278]",0.26961614412130885,0.7303838558786911
9,"[255, 260, 265, 272]",0.3593766896636924,0.6406233103363077
10,"[248, 261, 266, 280]",0.19051578354617907,0.8094842164538211
11,"[249, 270, 275, 277]",0.30883950845970914,0.6911604915402909
12,"[255, 257, 271, 278]",0.20374047150345276,0.7962595284965474
13,"[253, 261, 272, 280]",0.1968613040195863,0.8031386959804137
14,"[248, 249, 260, 263]",0.3135116292005157,0.6864883707994844
15,"[255, 266, 271, 277]",0.2983947911760447,0.7016052088239553
16,"[261, 272, 278, 280]",0.1410646424268534,0.8589353575731465
17,"[249, 251, 253, 269]",0.22368075527238948,0.7763192447276104
18,"[248, 255, 265, 271]",0.25319207796705834,0.7468079220329418
19,"[260, 270, 277, 280]",0.2893809481936723,0.7106190518063277
20,"[249, 263, 266, 272]",0.3606838511691499,0.6393161488308501
21,"[253, 255, 257, 271]",0.2093763544767945,0.7906236455232055
22,"[248, 261, 277, 280]",0.1403897892309327,0.8596102107690673
23,"[249, 251, 269, 275]",0.21234322822387847,0.7876567717761216
24,"[255, 260, 271, 272]",0.30023851072293406,0.6997614892770659
25,"[253, 261, 266, 280]",0.19985309769614595,0.8001469023038542
26,"[248, 249, 263, 277]",0.31450375438275996,0.6854962456172401
27,"[255, 257, 265, 271]",0.3018961287929772,0.6981038712070229
28,"[261, 272, 278, 280]",0.18756281177410497,0.8124371882258951
29,"[249, 251, 253, 260]",0.27281462434770204,0.727185375652298
30,"[248, 255, 266, 271]",0.30007335927104856,0.6999266407289515
31,"[261, 272, 275, 280]",0.13938157141588833,0.8606184285841116
32,"[249, 251, 263, 278]",0.2606838512287495,0.7393161487712505
33,"[253, 255, 257, 271]",0.21236907879796812,0.7876309212020318
34,"[248, 260, 277, 280]",0.24102615572360583,0.7589738442763941
35,"[249, 266, 270, 272]",0.3626982335615566,0.6373017664384434
36,"[255, 257, 265, 271]",0.2502381755360374,0.7497618244639626
37,"[248, 253, 261, 280]",0.14985309768276625,0.8501469023172337
38,"[249, 251, 263, 277]",0.2640217963199943,0.7359782036800058
39,"[255, 260, 271, 272]",0.2983951263651383,0.7016048736348617
40,"[261, 266, 278, 280]",0.19686535967327917,0.8031346403267209
