round,maintained_units,avg_risk,avg_survival_prob
1,"[244, 246, 249, 252]",0.0004883503631724518,0.9995116496368276
2,"[245, 255, 270, 280]",0.11997361103250843,0.8800263889674916
3,"[241, 253, 262, 264]",0.20443963433639487,0.7955603656636051
4,"[244, 252, 267, 271]",0.35798142257987575,0.6420185774201242
5,"[243, 245, 246, 255]",0.1920597505652358,0.8079402494347642
6,"[249, 252, 253, 269]",0.060905073689912784,0.9390949263100872
7,"[244, 248, 270, 280]",0.2001750488282658,0.7998249511717341
8,"[256, 262, 267, 279]",0.39834961427668814,0.601650385723312
9,"[246, 249, 252, 264]",0.21046116759256933,0.7895388324074306
10,"[243, 244, 253, 278]",0.20000154204597878,0.7999984579540211
11,"[245, 248, 249, 255]",0.14250244907764834,0.8574975509223517
12,"[252, 267, 270, 280]",0.35778222237276164,0.6422177776272384
13,"[241, 244, 246, 262]",0.20744926786477352,0.7925507321352265
14,"[245, 249, 253, 255]",0.19337253130543777,0.8066274686945623
15,"[243, 248, 252, 264]",0.20000871986088237,0.7999912801391177
16,"[244, 256, 267, 271]",0.2626086204171122,0.7373913795828878
17,"[246, 249, 270, 280]",0.3527512378973796,0.6472487621026204
18,"[252, 253, 262, 269]",0.24630339919405025,0.7536966008059498
19,"[244, 248, 249, 256]",0.1003493890710637,0.8996506109289364
20,"[243, 255, 267, 271]",0.2513524619394537,0.7486475380605464
21,"[246, 252, 253, 264]",0.16081112050686308,0.8391888794931368
22,"[244, 249, 270, 280]",0.25014866783266004,0.7498513321673399
23,"[248, 255, 256, 262]",0.2887992986616882,0.7112007013383118
24,"[252, 267, 269, 271]",0.2184372923968203,0.7815627076031797
25,"[244, 246, 249, 253]",0.2542774051698963,0.7457225948301037
26,"[245, 255, 264, 279]",0.14337359472887504,0.8566264052711251
27,"[252, 256, 270, 280]",0.25050407697010507,0.749495923029895
28,"[244, 249, 262, 267]",0.36508072411932574,0.6349192758806742
29,"[245, 246, 253, 255]",0.19215306831920573,0.8078469316807944
30,"[243, 249, 252, 269]",0.15000634358898046,0.8499936564110196
31,"[244, 248, 256, 264]",0.15121765091105976,0.8487823490889402
32,"[267, 270, 271, 280]",0.3110819175305731,0.688918082469427
33,"[246, 252, 253, 262]",0.2966567822874421,0.7033432177125578
34,"[244, 248, 278, 279]",0.10427947984007979,0.8957205201599201
35,"[243, 245, 255, 256]",0.1925033330157639,0.8074966669842361
36,"[249, 252, 267, 271]",0.26930621242913133,0.7306937875708687
37,"[246, 253, 264, 280]",0.3001479005193347,0.6998520994806652
38,"[241, 248, 255, 262]",0.23914899505191736,0.7608510049480827
39,"[244, 249, 252, 256]",0.15000995383189072,0.8499900461681094
40,"[243, 267, 271, 278]",0.2184332338574692,0.7815667661425307
