round,maintained_units,avg_risk,avg_survival_prob
1,"[242, 244, 266, 280]",0.0,1.0
2,"[241, 246, 249, 254]",0.25,0.75
3,"[253, 267, 271, 274]",0.3,0.7
4,"[242, 247, 256, 262]",0.2,0.8
5,"[255, 266, 279, 280]",0.1,0.9
6,"[241, 249, 253, 267]",0.3,0.7
7,"[242, 250, 257, 266]",0.15,0.85
8,"[246, 255, 256, 271]",0.4,0.6
9,"[253, 262, 266, 267]",0.15,0.85
10,"[241, 242, 249, 254]",0.2,0.8
11,"[244, 250, 255, 257]",0.25,0.75
12,"[253, 256, 267, 279]",0.25,0.75
13,"[242, 262, 271, 274]",0.2,0.8
14,"[249, 254, 255, 266]",0.3,0.7
15,"[250, 253, 257, 267]",0.2,0.8
16,"[242, 244, 247, 256]",0.2,0.8
17,"[248, 255, 262, 280]",0.2,0.8
18,"[241, 253, 267, 274]",0.35,0.65
19,"[242, 249, 250, 266]",0.3,0.7
20,"[246, 247, 255, 256]",0.2,0.8
21,"[244, 253, 262, 267]",0.2,0.8
22,"[241, 242, 254, 266]",0.15,0.85
23,"[249, 255, 271, 274]",0.35,0.65
24,"[247, 253, 256, 267]",0.2,0.8
25,"[242, 247, 262, 266]",0.1,0.9
26,"[241, 244, 246, 254]",0.35,0.65
27,"[249, 250, 253, 267]",0.25,0.75
28,"[242, 256, 271, 274]",0.2,0.8
29,"[247, 255, 262, 280]",0.2,0.8
30,"[241, 253, 266, 267]",0.25,0.75
31,"[242, 244, 249, 250]",0.25,0.75
32,"[246, 247, 255, 256]",0.15,0.85
33,"[253, 267, 271, 274]",0.3,0.7
34,"[241, 242, 254, 262]",0.2,0.8
35,"[248, 249, 255, 266]",0.35,0.65
36,"[244, 253, 256, 267]",0.25,0.75
37,"[242, 244, 266, 280]",0.05,0.95
38,"[246, 254, 255, 271]",0.35,0.65
39,"[249, 253, 257, 267]",0.3,0.7
40,"[242, 247, 256, 279]",0.2,0.8
