round,maintained_units,avg_risk,avg_survival_prob
1,"[250, 251, 274, 278]",0.0,1.0
2,"[260, 261, 263, 266]",0.3,0.7
3,"[249, 251, 255, 264]",0.15,0.85
4,"[248, 269, 274, 280]",0.25,0.75
5,"[251, 261, 276, 279]",0.1,0.9
6,"[249, 250, 263, 266]",0.3,0.7
7,"[243, 260, 273, 274]",0.25,0.75
8,"[248, 251, 261, 268]",0.15,0.85
9,"[249, 255, 264, 280]",0.2,0.8
10,"[263, 266, 269, 274]",0.3,0.7
11,"[250, 251, 261, 279]",0.1,0.9
12,"[248, 249, 260, 268]",0.3,0.7
13,"[250, 251, 274, 278]",0.1,0.9
14,"[261, 263, 265, 266]",0.25,0.75
15,"[255, 264, 273, 276]",0.25,0.75
16,"[248, 268, 269, 274]",0.2,0.8
17,"[243, 251, 260, 261]",0.15,0.85
18,"[249, 250, 263, 266]",0.3,0.7
19,"[274, 278, 279, 280]",0.2,0.8
20,"[248, 261, 268, 276]",0.2,0.8
21,"[249, 251, 255, 264]",0.15,0.85
22,"[260, 263, 269, 274]",0.35,0.65
23,"[250, 251, 261, 273]",0.15,0.85
24,"[248, 249, 268, 280]",0.25,0.75
25,"[251, 274, 276, 278]",0.15,0.85
26,"[261, 263, 265, 266]",0.2,0.8
27,"[243, 260, 264, 279]",0.3,0.7
28,"[248, 250, 269, 274]",0.25,0.75
29,"[251, 261, 279, 280]",0.1,0.9
30,"[249, 255, 263, 266]",0.3,0.7
31,"[251, 273, 274, 278]",0.15,0.85
32,"[243, 248, 260, 268]",0.25,0.75
33,"[249, 250, 255, 264]",0.2,0.8
34,"[263, 266, 269, 274]",0.3,0.7
35,"[251, 261, 276, 279]",0.1,0.9
36,"[248, 249, 255, 268]",0.2,0.8
37,"[243, 260, 274, 278]",0.2,0.8
38,"[250, 261, 263, 266]",0.25,0.75
39,"[255, 264, 273, 280]",0.25,0.75
40,"[248, 269, 274, 276]",0.25,0.75
