round,maintained_units,avg_risk,avg_survival_prob
1,"[251, 265, 267, 271]",0.05,0.95
2,"[244, 256, 272, 276]",0.25,0.75
3,"[248, 257, 260, 274]",0.3,0.7
4,"[243, 250, 251, 271]",0.25,0.75
5,"[251, 269, 271, 274]",0.05,0.95
6,"[244, 248, 257, 272]",0.2,0.8
7,"[251, 256, 264, 267]",0.15,0.85
8,"[246, 253, 260, 271]",0.4,0.6
9,"[248, 257, 259, 265]",0.2,0.8
10,"[244, 251, 272, 274]",0.15,0.85
11,"[243, 264, 269, 271]",0.2,0.8
12,"[248, 250, 253, 257]",0.25,0.75
13,"[242, 251, 260, 267]",0.25,0.75
14,"[244, 269, 271, 272]",0.2,0.8
15,"[248, 251, 257, 264]",0.15,0.85
16,"[250, 253, 271, 274]",0.15,0.85
17,"[246, 256, 265, 269]",0.2,0.8
18,"[242, 251, 257, 259]",0.45,0.55
19,"[248, 267, 271, 274]",0.25,0.75
20,"[250, 253, 269, 274]",0.15,0.85
21,"[251, 257, 265, 271]",0.1,0.9
22,"[244, 248, 256, 272]",0.2,0.8
23,"[260, 264, 269, 274]",0.25,0.75
24,"[250, 251, 257, 271]",0.25,0.75
25,"[243, 248, 267, 274]",0.15,0.85
26,"[244, 246, 269, 272]",0.2,0.8
27,"[251, 257, 259, 271]",0.3,0.7
28,"[248, 253, 260, 274]",0.3,0.7
29,"[251, 265, 269, 274]",0.1,0.9
30,"[244, 257, 271, 272]",0.2,0.8
31,"[248, 251, 264, 267]",0.15,0.85
32,"[243, 256, 269, 274]",0.3,0.7
33,"[242, 257, 260, 271]",0.2,0.8
34,"[244, 248, 251, 272]",0.2,0.8
35,"[246, 264, 269, 274]",0.2,0.8
36,"[253, 257, 259, 271]",0.25,0.75
37,"[248, 251, 256, 267]",0.25,0.75
38,"[242, 244, 269, 272]",0.35,0.65
39,"[243, 257, 264, 271]",0.2,0.8
40,"[248, 250, 251, 253]",0.2,0.8
