round,maintained_units,avg_risk,avg_survival_prob
1,"[248, 261, 270, 275]",0.0,1.0
2,"[249, 263, 272, 280]",0.35,0.65
3,"[255, 257, 271, 277]",0.2,0.8
4,"[248, 260, 261, 266]",0.25,0.75
5,"[251, 269, 275, 280]",0.25,0.75
6,"[255, 257, 271, 272]",0.25,0.75
7,"[248, 261, 266, 277]",0.15,0.85
8,"[251, 263, 269, 280]",0.3,0.7
9,"[260, 265, 270, 275]",0.35,0.65
10,"[248, 253, 261, 272]",0.2,0.8
11,"[251, 269, 277, 280]",0.25,0.75
12,"[257, 266, 271, 278]",0.25,0.75
13,"[248, 261, 270, 275]",0.15,0.85
14,"[249, 263, 272, 280]",0.4,0.6
15,"[255, 257, 271, 277]",0.2,0.8
16,"[248, 261, 266, 278]",0.15,0.85
17,"[251, 269, 275, 280]",0.25,0.75
18,"[253, 255, 265, 272]",0.3,0.7
19,"[248, 260, 261, 277]",0.2,0.8
20,"[251, 263, 269, 280]",0.3,0.7
21,"[257, 266, 271, 275]",0.3,0.7
22,"[248, 253, 261, 272]",0.2,0.8
23,"[251, 269, 277, 280]",0.25,0.75
24,"[257, 260, 271, 278]",0.25,0.75
25,"[248, 261, 270, 275]",0.15,0.85
26,"[249, 263, 272, 280]",0.4,0.6
27,"[255, 257, 265, 271]",0.25,0.75
28,"[248, 261, 266, 278]",0.15,0.85
29,"[251, 260, 275, 280]",0.3,0.7
30,"[255, 257, 271, 272]",0.25,0.75
31,"[248, 261, 266, 277]",0.15,0.85
32,"[251, 263, 269, 280]",0.3,0.7
33,"[255, 257, 271, 275]",0.25,0.75
34,"[248, 260, 261, 272]",0.25,0.75
35,"[251, 269, 277, 280]",0.25,0.75
36,"[255, 265, 266, 278]",0.3,0.7
37,"[248, 261, 270, 275]",0.15,0.85
38,"[249, 263, 272, 280]",0.35,0.65
39,"[257, 260, 271, 277]",0.25,0.75
40,"[248, 261, 266, 278]",0.15,0.85
