round,maintained_units,avg_risk,avg_survival_prob
1,"[252, 259, 263, 274]",0.04371529916075426,0.9562847008392458
2,"[241, 260, 262, 278]",0.07270732206734358,0.9272926779326565
3,"[251, 257, 261, 269]",0.19726221615300354,0.8027377838469963
4,"[252, 254, 268, 277]",0.1096197219764222,0.8903802780235779
5,"[263, 265, 278, 280]",0.19263118246647737,0.8073688175335226
6,"[246, 258, 260, 274]",0.38012803400833367,0.6198719659916663
7,"[257, 259, 262, 266]",0.18821421333093885,0.8117857866690612
8,"[252, 254, 277, 278]",0.20019131915151095,0.799808680848489
9,"[251, 261, 268, 269]",0.24978399099585138,0.7502160090041486
10,"[241, 260, 274, 280]",0.09898122081351649,0.9010187791864835
11,"[257, 262, 266, 278]",0.1918643954403823,0.8081356045596177
12,"[252, 254, 265, 277]",0.3500664345810317,0.6499335654189683
13,"[259, 260, 263, 268]",0.09993417799996293,0.9000658220000372
14,"[241, 251, 274, 278]",0.09908737971148765,0.9009126202885124
15,"[257, 261, 262, 269]",0.2505684890913205,0.7494315109086795
16,"[252, 258, 266, 280]",0.300135260148509,0.699864739851491
17,"[260, 263, 268, 278]",0.1497992510984088,0.8502007489015913
18,"[241, 246, 261, 269]",0.22139672539105998,0.77860327460894
19,"[257, 259, 265, 274]",0.24119925543553897,0.758800744564461
20,"[251, 252, 262, 277]",0.3285571501338239,0.6714428498661761
21,"[260, 261, 266, 269]",0.24973389677428304,0.750266103225717
22,"[241, 257, 268, 280]",0.14883635982414267,0.8511636401758572
23,"[252, 274, 277, 278]",0.05985303630723311,0.9401469636927668
24,"[246, 254, 261, 269]",0.23142694001924538,0.7685730599807546
25,"[259, 260, 262, 263]",0.2820462984439113,0.7179537015560886
26,"[251, 257, 258, 266]",0.3585945577886619,0.6414054422113381
27,"[252, 261, 268, 277]",0.2500132944058995,0.7499867055941005
28,"[254, 260, 274, 280]",0.15013526014942555,0.8498647398505744
29,"[257, 262, 263, 278]",0.1310407774163868,0.8689592225836134
30,"[241, 246, 261, 269]",0.23708210059568285,0.7629178994043172
31,"[252, 259, 266, 277]",0.20032643688146975,0.7996735631185302
32,"[251, 260, 268, 278]",0.27251994141342173,0.7274800585865784
33,"[257, 261, 265, 274]",0.3309585488288186,0.6690414511711815
34,"[241, 252, 262, 280]",0.15859387880999368,0.8414061211900064
35,"[258, 266, 277, 278]",0.15975139822280068,0.8402486017771993
36,"[246, 254, 260, 261]",0.2500929354954248,0.7499070645045752
37,"[257, 259, 263, 268]",0.20939732303434327,0.7906026769656567
38,"[251, 252, 274, 278]",0.28048017328076974,0.7195198267192302
39,"[261, 262, 269, 277]",0.25091659592472243,0.7490834040752776
40,"[260, 265, 266, 280]",0.25002591333658464,0.7499740866634153
