round,maintained_units,avg_risk,avg_survival_prob
1,"[254, 259, 261, 272]",0.0,1.0
2,"[243, 246, 252, 278]",0.25,0.75
3,"[242, 249, 261, 271]",0.15,0.85
4,"[261, 262, 266, 275]",0.1,0.9
5,"[248, 254, 276, 278]",0.25,0.75
6,"[242, 252, 257, 280]",0.25,0.75
7,"[249, 259, 261, 272]",0.25,0.75
8,"[246, 271, 275, 278]",0.15,0.85
9,"[242, 254, 262, 266]",0.2,0.8
10,"[245, 252, 261, 274]",0.25,0.75
11,"[249, 261, 275, 278]",0.1,0.9
12,"[242, 243, 261, 275]",0.1,0.9
13,"[254, 259, 271, 272]",0.2,0.8
14,"[245, 257, 262, 278]",0.45,0.55
15,"[242, 249, 261, 274]",0.2,0.8
16,"[254, 259, 261, 272]",0.0,1.0
17,"[243, 261, 275, 278]",0.15,0.85
18,"[242, 245, 252, 257]",0.25,0.75
19,"[249, 261, 262, 266]",0.15,0.85
20,"[246, 254, 274, 278]",0.2,0.8
21,"[242, 254, 261, 275]",0.05,0.95
22,"[243, 252, 257, 259]",0.3,0.7
23,"[248, 249, 276, 278]",0.25,0.75
24,"[242, 261, 262, 266]",0.2,0.8
25,"[254, 261, 272, 274]",0.1,0.9
26,"[245, 257, 275, 278]",0.3,0.7
27,"[242, 243, 249, 261]",0.15,0.85
28,"[259, 261, 271, 275]",0.1,0.9
29,"[254, 262, 266, 278]",0.2,0.8
30,"[242, 252, 257, 274]",0.25,0.75
31,"[249, 254, 261, 272]",0.15,0.85
32,"[246, 248, 276, 278]",0.25,0.75
33,"[242, 261, 271, 275]",0.15,0.85
34,"[245, 252, 257, 259]",0.3,0.7
35,"[249, 254, 274, 278]",0.2,0.8
36,"[242, 254, 261, 275]",0.1,0.9
37,"[243, 254, 261, 272]",0.1,0.9
38,"[245, 257, 271, 278]",0.3,0.7
39,"[242, 249, 262, 266]",0.2,0.8
40,"[259, 261, 272, 274]",0.15,0.85
