round,maintained_units,avg_risk,avg_survival_prob
1,"[254, 257, 276, 277]",0.1,0.9
2,"[245, 247, 253, 255]",0.3,0.7
3,"[249, 256, 264, 267]",0.35,0.65
4,"[257, 266, 276, 277]",0.1,0.9
5,"[245, 253, 255, 274]",0.35,0.65
6,"[242, 247, 249, 253]",0.15,0.85
7,"[256, 257, 267, 271]",0.2,0.8
8,"[245, 255, 266, 274]",0.3,0.7
9,"[254, 264, 272, 276]",0.3,0.7
10,"[242, 247, 253, 280]",0.3,0.7
11,"[245, 255, 256, 267]",0.3,0.7
12,"[249, 262, 266, 277]",0.15,0.85
13,"[253, 254, 257, 276]",0.15,0.85
14,"[245, 247, 255, 274]",0.25,0.75
15,"[249, 256, 264, 267]",0.4,0.6
16,"[253, 257, 266, 277]",0.2,0.8
17,"[245, 254, 255, 274]",0.25,0.75
18,"[242, 247, 249, 276]",0.2,0.8
19,"[253, 256, 257, 267]",0.25,0.75
20,"[245, 255, 274, 280]",0.35,0.65
21,"[249, 254, 264, 272]",0.2,0.8
22,"[242, 247, 253, 257]",0.25,0.75
23,"[245, 255, 267, 276]",0.35,0.65
24,"[249, 262, 266, 277]",0.15,0.85
25,"[253, 254, 257, 280]",0.25,0.75
26,"[245, 247, 255, 274]",0.25,0.75
27,"[249, 256, 264, 267]",0.3,0.7
28,"[253, 266, 276, 277]",0.25,0.75
29,"[245, 254, 255, 274]",0.25,0.75
30,"[241, 242, 249, 280]",0.25,0.75
31,"[253, 256, 257, 267]",0.25,0.75
32,"[245, 266, 274, 277]",0.25,0.75
33,"[254, 264, 272, 276]",0.25,0.75
34,"[242, 247, 253, 257]",0.25,0.75
35,"[241, 245, 256, 267]",0.4,0.6
36,"[249, 262, 266, 277]",0.15,0.85
37,"[253, 254, 257, 276]",0.15,0.85
38,"[245, 247, 255, 274]",0.25,0.75
39,"[249, 256, 264, 267]",0.3,0.7
40,"[253, 257, 266, 280]",0.3,0.7
