round,maintained_units,avg_risk,avg_survival_prob
1,"[253, 263, 269, 272]",0.002154810384655398,0.9978451896153444
2,"[249, 261, 270, 280]",0.13276687162544612,0.8672331283745539
3,"[251, 255, 275, 278]",0.3037701584695546,0.6962298415304454
4,"[253, 266, 269, 279]",0.22068931261585206,0.7793106873841479
5,"[255, 261, 263, 278]",0.06322554296424276,0.9367744570357572
6,"[249, 265, 270, 272]",0.073197668000863,0.926802331999137
7,"[257, 260, 269, 277]",0.23459955115001369,0.7654004488499863
8,"[255, 275, 278, 280]",0.2990939293575449,0.700906070642455
9,"[248, 251, 266, 271]",0.21659302035885722,0.7834069796411428
10,"[253, 269, 270, 279]",0.14187438506139358,0.8581256149386064
11,"[255, 257, 277, 278]",0.3478564856592308,0.6521435143407692
12,"[263, 265, 269, 272]",0.05676601676685963,0.9432339832331402
13,"[253, 266, 275, 280]",0.09038062217250867,0.9096193778274912
14,"[255, 270, 271, 278]",0.24712520947386474,0.7528747905261353
15,"[251, 257, 260, 277]",0.2493188515163916,0.7506811484836085
16,"[249, 253, 263, 279]",0.10866164236598867,0.8913383576340113
17,"[255, 261, 266, 278]",0.15107307886179866,0.8489269211382012
18,"[248, 270, 272, 275]",0.25469405379390464,0.7453059462060955
19,"[257, 260, 265, 277]",0.337046804678624,0.6629531953213761
20,"[255, 261, 263, 278]",0.1651146100895628,0.8348853899104371
21,"[249, 251, 266, 269]",0.15065191113884288,0.8493480888611572
22,"[253, 270, 277, 279]",0.09255557939840185,0.9074444206015981
23,"[255, 257, 260, 278]",0.297856644722519,0.7021433552774811
24,"[263, 269, 271, 272]",0.16403542044167307,0.8359645795583269
25,"[253, 265, 266, 280]",0.09935959369542575,0.9006404063045743
26,"[249, 255, 277, 278]",0.2966782590261621,0.7033217409738379
27,"[248, 251, 257, 260]",0.24743414435431293,0.7525658556456871
28,"[253, 263, 275, 279]",0.10866175099118491,0.891338249008815
29,"[255, 261, 271, 278]",0.20152002681971304,0.798479973180287
30,"[266, 270, 272, 277]",0.24936559728609708,0.7506344027139029
31,"[249, 257, 260, 280]",0.24381276781335046,0.7561872321866495
32,"[255, 261, 265, 278]",0.21323127573463396,0.786768724265366
33,"[251, 269, 275, 277]",0.14788297447528137,0.8521170255247187
34,"[253, 270, 271, 279]",0.1453246218442415,0.8546753781557586
35,"[255, 257, 260, 278]",0.29974001879044343,0.7002599812095566
36,"[248, 249, 269, 272]",0.21448114070373006,0.78551885929627
37,"[253, 277, 278, 280]",0.13704706365937774,0.8629529363406224
38,"[255, 261, 270, 275]",0.20344418647893167,0.7965558135210683
39,"[251, 257, 260, 265]",0.3006553378238974,0.6993446621761026
40,"[253, 263, 266, 278]",0.16098838860548825,0.8390116113945117
