unit_id,split,h0,lambda,gamma,phi,baseline_b,noise_group,sigma_scale,failure_time,scenario_id,seed
1,train,1.0239405171787246,0.003275738949546788,1.1316717591525647,3.1196755779735006,0.4538811136371557,single,0.1,161,A_sigma_1,42
2,train,1.0002670858752565,0.003939403856996734,1.064516046223718,0.5113756038488575,-0.05606747151393174,single,0.1,182,A_sigma_1,42
3,train,0.9983308370057135,0.0015759316687571636,1.2051332034980025,5.410945139985724,0.3084771124897564,single,0.1,212,A_sigma_1,42
4,train,0.981009424107832,0.0029024598261824957,1.0984761545670683,2.4237979308035604,-0.2103251604818975,single,0.1,201,A_sigma_1,42
5,train,0.9897721421510667,0.0022963111352040594,1.23021609696768,1.6364202198826239,-0.10921510450862486,single,0.1,139,A_sigma_1,42
6,train,0.9846552364787191,0.00415635562433538,1.0506193361395522,2.789641115798431,-0.4105821039559467,single,0.1,183,A_sigma_1,42
7,train,1.0351241949913241,0.0016895410218964188,1.1835156332589325,2.2399780279060457,0.3429245469770339,single,0.1,227,A_sigma_1,42
8,train,1.022809331326891,0.0033607634991982558,1.1125946637347457,1.847689102157856,0.31940751135733386,single,0.1,171,A_sigma_1,42
9,train,0.9931802526157762,0.0021281510283104954,1.076041935369609,1.1169699736279177,0.20154664153100751,single,0.1,303,A_sigma_1,42
10,train,1.0129802013627,0.0031644561938173566,1.0871415471890782,3.4002517078094,0.30390212200083117,single,0.1,202,A_sigma_1,42
11,train,0.9847424144789583,0.002081206495301031,1.154720860038031,0.4226685462300213,-0.34508571249349856,single,0.1,208,A_sigma_1,42
12,train,0.9717994048181738,0.0026748348168135648,1.1366477271950446,1.5825146974518909,0.3548235351359969,single,0.1,179,A_sigma_1,42
13,train,0.9912506534766075,0.0024867745179315013,1.2389525025689292,1.488155862814027,0.041848700081414565,single,0.1,126,A_sigma_1,42
14,train,1.0121717645266344,0.003015606340906674,1.073914649282356,4.111834064212749,0.16480381479071668,single,0.1,225,A_sigma_1,42
15,train,1.032027640010698,0.0016313524060432604,1.3397176868208769,3.098647844255098,-1.5013818659954012,single,0.1,124,A_sigma_1,42
16,train,1.0157672412541618,0.004348713897053149,1.1223282888545107,3.7161452553830396,0.010000288768244162,single,0.1,129,A_sigma_1,42
17,train,1.013869950511493,0.003286994613411937,1.0505743228281645,6.091193062535347,0.2653417427243066,single,0.1,235,A_sigma_1,42
18,train,1.0104912084811157,0.0017215240073614798,1.22327565609542,5.313941085096591,0.36184694059340283,single,0.1,184,A_sigma_1,42
19,train,1.0321265208880104,0.0030669107237043477,1.1946459511013718,2.3663299426923006,-0.10012441889831096,single,0.1,131,A_sigma_1,42
20,train,1.003982736558625,0.004244778798911865,1.0895561106498206,0.7969257678329561,-0.16648483250333043,single,0.1,151,A_sigma_1,42
21,train,0.9627992889732575,0.0032091307907041716,1.0502740334712908,3.23684045479294,0.6248965075124465,single,0.1,229,A_sigma_1,42
22,train,1.0351148864024753,0.00170220001814088,1.1991170236171156,1.1729492036007712,-0.2501751547915349,single,0.1,210,A_sigma_1,42
23,train,1.0307514410812753,0.002295361866678904,1.0815556819618908,1.3836146577843567,0.044067458450726564,single,0.1,284,A_sigma_1,42
24,train,1.0047491695349153,0.0025568801449237727,1.178726534281659,4.56475987798911,-0.4125421401611193,single,0.1,159,A_sigma_1,42
25,train,0.9997667792662674,0.0020201696896864608,1.2183030276750755,0.33149730132552196,-0.4824745099543138,single,0.1,163,A_sigma_1,42
26,train,0.9882954090460437,0.0029202840379338353,1.0509049794312113,2.549681247071589,0.7724615856111625,single,0.1,256,A_sigma_1,42
27,train,0.989616967382598,0.0017291374496924915,1.3210813166141575,5.563118288535145,-0.12077029330865287,single,0.1,123,A_sigma_1,42
28,train,1.0163612002711964,0.0027957864847390325,1.1977442687856188,2.9934395507988505,-0.30324479712671915,single,0.1,138,A_sigma_1,42
29,train,1.0210075609987974,0.0034433064366684142,1.1695927845243186,3.9751347328255724,0.28114453550276797,single,0.1,130,A_sigma_1,42
30,train,0.9980050497409237,0.0018144157882181442,1.2618895886427008,1.61186802660233,0.08590465804553124,single,0.1,149,A_sigma_1,42
31,train,1.0094810707112003,0.003100432044649329,1.0662262196282573,2.953597885378456,-0.1786445508349939,single,0.1,228,A_sigma_1,42
32,train,1.017161444530854,0.0026223334654287824,1.2015626967443527,1.3821559895885316,0.4332884520242719,single,0.1,143,A_sigma_1,42
33,train,1.031702022761061,0.0032358629859082794,1.0978296198469046,6.229177590727918,0.3420614605473375,single,0.1,191,A_sigma_1,42
34,train,0.996991326164188,0.0020510694628194776,1.2578362011202966,0.5329692480566088,0.009672125134300312,single,0.1,137,A_sigma_1,42
35,train,1.0025944202758028,0.00318978122317081,1.1860649948182655,4.9978599252204825,0.16833048838891465,single,0.1,128,A_sigma_1,42
36,train,0.9851510014119902,0.00209395349237808,1.151173447954374,1.5336552932426306,-0.37524946774194384,single,0.1,210,A_sigma_1,42
37,train,1.0181242629449032,0.0023160506930661896,1.1707794150196011,2.069739214937105,0.3391510895634161,single,0.1,181,A_sigma_1,42
38,train,0.9987083154133721,0.003190969446941864,1.0503084748385532,1.7257181574807268,-0.38435527105714473,single,0.1,238,A_sigma_1,42
39,train,1.02264798805886,0.0019909488012281964,1.2848452843759546,1.897798214851481,-0.22300496617725404,single,0.1,129,A_sigma_1,42
40,train,0.9818691143509652,0.003054734281822905,1.1435311731169573,1.082623664827964,-0.07305085705251922,single,0.1,156,A_sigma_1,42
41,train,1.024291400514484,0.0022651301223584014,1.1368501169904208,2.097134098194629,-0.15297850513221628,single,0.1,217,A_sigma_1,42
42,train,1.0172639187798753,0.004258440907893774,1.1075883481763247,4.818512292768735,0.028473310205201618,single,0.1,141,A_sigma_1,42
43,train,0.9943502337386662,0.0016863695381807461,1.2389456393529341,5.880168164611814,-0.23934953321532013,single,0.1,173,A_sigma_1,42
44,train,1.004796830634994,0.0023154813492465096,1.0732405645738061,1.6107423998886974,-0.09555750205088734,single,0.1,287,A_sigma_1,42
45,train,0.9718178699816586,0.002327179968179295,1.071010007654124,6.165954975304582,-0.24548647688998018,single,0.1,280,A_sigma_1,42
46,train,1.0085431981848487,0.002078387881515897,1.094160389697096,2.296636341242765,-0.2872111050917494,single,0.1,285,A_sigma_1,42
47,train,0.9885032741450932,0.002842435819443349,1.2061999541183583,5.881499242190102,0.5657728405799464,single,0.1,128,A_sigma_1,42
48,train,1.0262547809152354,0.003280094008497036,1.1839846774794816,2.929929982168418,0.16044965461356384,single,0.1,129,A_sigma_1,42
49,train,0.9824797302591987,0.0027957064130192974,1.077047367525183,1.7868343197206236,0.38624403366456167,single,0.1,232,A_sigma_1,42
50,train,1.0090621997396878,0.002545368928900382,1.0813625700396186,0.19990434255410022,-0.0690217008041308,single,0.1,253,A_sigma_1,42
51,train,1.0196259678570154,0.001520451171759962,1.329764794451227,0.6299206768587021,-0.006619060172121248,single,0.1,134,A_sigma_1,42
52,train,1.0122672988917878,0.0030754800183261707,1.1387428040301495,5.409482186275978,-0.2459941892569997,single,0.1,163,A_sigma_1,42
53,train,0.980289102956066,0.001874196541483728,1.3065488269979308,4.841150290951707,-0.029747697546329627,single,0.1,121,A_sigma_1,42
54,train,0.9756133502178255,0.0025925104840912533,1.105528041977335,5.774114935989175,0.41971069945910183,single,0.1,214,A_sigma_1,42
55,train,0.9694398010655336,0.002369115290902828,1.0929939568053226,1.4287661677277788,-0.27253968494183434,single,0.1,246,A_sigma_1,42
56,train,1.031380228931929,0.0029340278739995044,1.179552093272131,0.9035558560158641,-0.03001634437752571,single,0.1,145,A_sigma_1,42
57,train,0.9685844461858608,0.004372551491376126,1.0775409240986003,5.211087831949769,0.11049774449564163,single,0.1,151,A_sigma_1,42
58,train,0.9836542194612026,0.003768320283004689,1.0827326466476384,2.1999013340362823,-0.17227732660535944,single,0.1,171,A_sigma_1,42
59,train,0.9952666864856176,0.0041630974558122145,1.0965138341755307,3.0219961495866072,0.060269598168485074,single,0.1,148,A_sigma_1,42
60,train,0.9756602392760113,0.0025970620917154146,1.0633336720586581,2.059862862443226,-0.16789498197404626,single,0.1,264,A_sigma_1,42
61,train,1.0100081072385048,0.003735123973211604,1.1690365466098431,5.5638637563970095,0.02510776910932426,single,0.1,121,A_sigma_1,42
