round,maintained_units,avg_risk,avg_survival_prob
1,"[244, 268, 272, 278]",0.00038924626635021277,0.9996107537336497
2,"[251, 257, 273, 277]",0.22309143128973488,0.776908568710265
3,"[249, 250, 264, 269]",0.24989361447273373,0.7501063855272663
4,"[241, 247, 267, 268]",0.1985233650993148,0.8014766349006853
5,"[244, 246, 272, 273]",0.39575797085260317,0.6042420291473969
6,"[249, 254, 269, 277]",0.18570182677585723,0.8142981732241428
7,"[248, 250, 264, 268]",0.20004520901942668,0.7999547909805733
8,"[251, 257, 272, 273]",0.15005361935261893,0.8499463806473809
9,"[241, 244, 249, 278]",0.29453946084198773,0.7054605391580122
10,"[256, 267, 268, 277]",0.1920258580016662,0.807974141998334
11,"[248, 250, 264, 273]",0.2978416774723973,0.7021583225276027
12,"[244, 249, 269, 272]",0.14739251170262507,0.8526074882973749
13,"[268, 273, 277, 278]",0.10228892115907104,0.8977110788409289
14,"[241, 246, 247, 257]",0.25181495447643487,0.7481850455235652
15,"[248, 249, 250, 264]",0.31821826131213643,0.6817817386878635
16,"[244, 268, 272, 273]",0.25220672468399996,0.747793275316
17,"[251, 257, 277, 278]",0.19388238268681685,0.806117617313183
18,"[248, 249, 264, 269]",0.1058610595991023,0.8941389404008977
19,"[241, 250, 268, 273]",0.2532542951881215,0.7467457048118785
20,"[244, 251, 257, 272]",0.22743911019343382,0.7725608898065662
21,"[249, 269, 277, 278]",0.20592389442581674,0.7940761055741833
22,"[264, 267, 268, 273]",0.25024821110076284,0.7497517888992371
23,"[246, 250, 251, 257]",0.20005191634383462,0.7999480836561654
24,"[241, 244, 249, 272]",0.32993331668122156,0.6700666833187785
25,"[268, 273, 277, 278]",0.24197601481444075,0.7580239851855592
26,"[248, 251, 257, 264]",0.19388530119204458,0.8061146988079553
27,"[249, 250, 269, 272]",0.1514614883839811,0.8485385116160188
28,"[244, 267, 268, 273]",0.20220672502100284,0.7977932749789971
29,"[241, 257, 277, 278]",0.30160200218327826,0.6983979978167218
30,"[248, 249, 264, 269]",0.23074448604563963,0.7692555139543604
31,"[250, 268, 272, 273]",0.20224662215313857,0.7977533778468614
32,"[244, 246, 251, 257]",0.19609203863234762,0.8039079613676524
33,"[249, 269, 277, 278]",0.24133350532138914,0.7586664946786109
34,"[248, 264, 268, 273]",0.3510457855113923,0.6489542144886077
35,"[250, 251, 257, 272]",0.22744089540544649,0.7725591045945535
36,"[244, 249, 269, 277]",0.147435935167417,0.852564064832583
37,"[248, 268, 273, 278]",0.16062900809155092,0.839370991908449
38,"[251, 257, 264, 272]",0.14805349242924337,0.8519465075707566
39,"[241, 247, 249, 250]",0.2467978136046435,0.7532021863953565
40,"[244, 267, 268, 273]",0.29109758223392085,0.7089024177660791
