round,maintained_units,avg_risk,avg_survival_prob
1,"[244, 246, 267, 271]",0.006769937764896383,0.9932300622351036
2,"[247, 248, 252, 253]",0.25029632690300435,0.7497036730969956
3,"[254, 256, 260, 280]",0.3986290784563912,0.6013709215436088
4,"[244, 246, 266, 270]",0.15082801321255407,0.849171986787446
5,"[252, 258, 267, 271]",0.22007453748661635,0.7799254625133838
6,"[247, 248, 253, 255]",0.19448907529672432,0.8055109247032757
7,"[242, 244, 254, 268]",0.26641277768428895,0.7335872223157109
8,"[246, 250, 252, 266]",0.2643378421243791,0.735662157875621
9,"[260, 267, 270, 271]",0.26447196854062754,0.7355280314593725
10,"[244, 247, 248, 253]",0.24917255547486436,0.7508274445251356
11,"[242, 254, 256, 268]",0.26636473803883853,0.7336352619611615
12,"[246, 250, 255, 266]",0.1444462090795173,0.8555537909204827
13,"[244, 267, 271, 280]",0.21840810101291855,0.7815918989870815
14,"[247, 252, 253, 270]",0.26609518447620717,0.7339048155237929
15,"[242, 254, 260, 268]",0.3598426496056209,0.640157350394379
16,"[244, 246, 250, 266]",0.15004920791524062,0.8499507920847593
17,"[247, 252, 267, 271]",0.17007453831806998,0.82992546168193
18,"[248, 253, 255, 280]",0.1928221599927032,0.8071778400072969
19,"[242, 244, 254, 268]",0.3163652168715475,0.6836347831284525
20,"[246, 252, 258, 266]",0.22567563311448186,0.7743243668855182
21,"[247, 250, 260, 267]",0.30392913336419236,0.6960708666358076
22,"[242, 244, 248, 253]",0.15009207577796257,0.8499079242220373
23,"[252, 254, 256, 268]",0.26469782273911924,0.7353021772608808
24,"[246, 255, 266, 270]",0.20494148341924268,0.7950585165807573
25,"[244, 247, 267, 271]",0.25890096742531044,0.7410990325746896
26,"[242, 250, 252, 253]",0.26585443872071146,0.7341455612792886
27,"[254, 256, 260, 268]",0.2607621698958573,0.7392378301041427
28,"[244, 246, 266, 280]",0.20887756776692518,0.7911224322330748
29,"[247, 252, 267, 270]",0.25977244809831346,0.7402275519016865
30,"[242, 248, 253, 258]",0.24337637008589114,0.7566236299141089
31,"[244, 250, 254, 268]",0.26636521683902553,0.7336347831609744
32,"[246, 252, 260, 266]",0.17654759339935064,0.8234524066006493
33,"[247, 267, 271, 280]",0.25250296381747467,0.7474970361825253
34,"[242, 244, 253, 270]",0.24985132923900571,0.7501486707609943
35,"[252, 254, 256, 268]",0.2654927785724469,0.7345072214275531
36,"[246, 250, 255, 266]",0.20494153149416552,0.7950584685058345
37,"[244, 247, 267, 271]",0.22577641982256683,0.7742235801774332
38,"[242, 252, 253, 260]",0.29818398321402084,0.7018160167859792
39,"[254, 256, 268, 270]",0.2607621690970402,0.7392378309029597
40,"[244, 246, 258, 266]",0.2096725236002545,0.7903274763997455
