round,maintained_units,avg_risk,avg_survival_prob
1,"[241, 249, 254, 272]",0.0,1.0
2,"[244, 268, 277, 278]",0.35,0.65
3,"[248, 250, 264, 269]",0.2,0.8
4,"[247, 249, 267, 268]",0.15,0.85
5,"[246, 256, 257, 272]",0.3,0.7
6,"[241, 244, 277, 278]",0.25,0.75
7,"[248, 249, 250, 264]",0.25,0.75
8,"[249, 251, 257, 273]",0.15,0.85
9,"[247, 254, 269, 272]",0.15,0.85
10,"[244, 256, 268, 278]",0.3,0.7
11,"[241, 249, 250, 251]",0.4,0.6
12,"[249, 254, 269, 272]",0.05,0.95
13,"[249, 268, 272, 276]",0.05,0.95
14,"[244, 246, 247, 277]",0.4,0.6
15,"[248, 250, 256, 264]",0.25,0.75
16,"[241, 249, 267, 268]",0.2,0.8
17,"[251, 257, 272, 273]",0.2,0.8
18,"[244, 269, 277, 278]",0.2,0.8
19,"[248, 249, 250, 264]",0.3,0.7
20,"[251, 256, 257, 273]",0.2,0.8
21,"[241, 254, 269, 272]",0.2,0.8
22,"[244, 249, 268, 278]",0.3,0.7
23,"[246, 251, 257, 264]",0.35,0.65
24,"[247, 254, 269, 272]",0.1,0.9
25,"[249, 256, 268, 276]",0.15,0.85
26,"[241, 244, 277, 278]",0.35,0.65
27,"[248, 250, 264, 269]",0.2,0.8
28,"[249, 267, 268, 272]",0.2,0.8
29,"[247, 251, 257, 273]",0.2,0.8
30,"[244, 256, 277, 278]",0.25,0.75
31,"[241, 248, 249, 250]",0.3,0.7
32,"[246, 251, 257, 272]",0.25,0.75
33,"[249, 254, 269, 272]",0.1,0.9
34,"[244, 247, 268, 278]",0.3,0.7
35,"[250, 256, 257, 264]",0.35,0.65
36,"[241, 249, 254, 269]",0.15,0.85
37,"[249, 268, 272, 276]",0.1,0.9
38,"[244, 257, 277, 278]",0.3,0.7
39,"[248, 250, 264, 269]",0.25,0.75
40,"[249, 256, 267, 268]",0.2,0.8
