round,maintained_units,avg_risk,avg_survival_prob
1,"[251, 265, 267, 271]",0.05,0.95
2,"[244, 269, 272, 276]",0.2,0.8
3,"[248, 257, 260, 274]",0.3,0.7
4,"[243, 250, 251, 271]",0.25,0.75
5,"[251, 269, 271, 274]",0.05,0.95
6,"[244, 251, 257, 272]",0.15,0.85
7,"[248, 251, 264, 267]",0.15,0.85
8,"[246, 253, 260, 271]",0.4,0.6
9,"[251, 257, 259, 265]",0.1,0.9
10,"[244, 251, 272, 274]",0.1,0.9
11,"[243, 248, 269, 271]",0.25,0.75
12,"[250, 253, 257, 274]",0.15,0.85
13,"[242, 251, 260, 267]",0.2,0.8
14,"[244, 269, 271, 272]",0.2,0.8
15,"[248, 257, 264, 274]",0.2,0.8
16,"[250, 251, 253, 272]",0.15,0.85
17,"[246, 251, 269, 271]",0.15,0.85
18,"[243, 257, 259, 274]",0.4,0.6
19,"[248, 251, 264, 267]",0.15,0.85
20,"[253, 269, 271, 272]",0.25,0.75
21,"[251, 257, 265, 274]",0.1,0.9
22,"[244, 251, 271, 274]",0.05,0.95
23,"[248, 260, 264, 269]",0.25,0.75
24,"[250, 253, 257, 272]",0.2,0.8
25,"[251, 267, 271, 274]",0.25,0.75
26,"[244, 246, 251, 269]",0.15,0.85
27,"[248, 257, 259, 264]",0.2,0.8
28,"[253, 271, 272, 274]",0.35,0.65
29,"[251, 269, 271, 274]",0.1,0.9
30,"[244, 251, 257, 265]",0.15,0.85
31,"[248, 251, 264, 267]",0.15,0.85
32,"[243, 269, 271, 274]",0.35,0.65
33,"[242, 251, 257, 260]",0.15,0.85
34,"[244, 251, 271, 274]",0.05,0.95
35,"[246, 248, 264, 269]",0.2,0.8
36,"[253, 257, 259, 272]",0.25,0.75
37,"[251, 267, 271, 274]",0.2,0.8
38,"[242, 244, 260, 269]",0.2,0.8
39,"[243, 248, 257, 264]",0.25,0.75
40,"[250, 251, 271, 274]",0.3,0.7
