round,maintained_units,avg_risk,avg_survival_prob
1,"[244, 257, 268, 272]",0.0007276317296666945,0.9992723682703332
2,"[246, 250, 277, 278]",0.10502437722053007,0.89497562277947
3,"[247, 249, 254, 267]",0.20006389764629495,0.799936102353705
4,"[241, 244, 248, 256]",0.44833522242616725,0.5516647775738328
5,"[246, 249, 251, 268]",0.06124445186472912,0.938755548135271
6,"[247, 250, 272, 277]",0.04724905513460287,0.9527509448653971
7,"[244, 254, 257, 267]",0.20001860171574784,0.7999813982842522
8,"[248, 249, 256, 278]",0.2109992303396829,0.7890007696603172
9,"[241, 246, 268, 276]",0.17552752970727448,0.8244724702927255
10,"[244, 247, 257, 264]",0.2912555514905009,0.708744448509499
11,"[249, 250, 254, 267]",0.20008764737363935,0.7999123526263607
12,"[246, 248, 256, 272]",0.16407693220105163,0.8359230677989483
13,"[244, 257, 268, 273]",0.2000257873955328,0.7999742126044671
14,"[247, 249, 277, 278]",0.27067322404584127,0.7293267759541587
15,"[246, 254, 264, 267]",0.1132108170763767,0.8867891829236234
16,"[244, 250, 256, 257]",0.2939092760590502,0.7060907239409498
17,"[247, 249, 268, 272]",0.10009483199648797,0.899905168003512
18,"[244, 246, 254, 277]",0.0582974994603457,0.9417025005396542
19,"[241, 257, 267, 276]",0.17356958399571476,0.8264304160042851
20,"[248, 249, 256, 278]",0.2018324901741481,0.7981675098258518
21,"[247, 250, 264, 268]",0.26426922468014,0.73573077531986
22,"[246, 254, 257, 273]",0.29129170537451854,0.7087082946254816
23,"[249, 251, 267, 272]",0.15002105294793405,0.849978947052066
24,"[244, 248, 256, 276]",0.22336760490778323,0.7766323950922167
25,"[246, 247, 257, 268]",0.16125810874225527,0.8387418912577447
26,"[249, 250, 254, 278]",0.24907099743366098,0.7509290025663391
27,"[244, 256, 264, 267]",0.1500021876705207,0.8499978123294794
28,"[246, 248, 257, 269]",0.1551966699801367,0.8448033300198633
29,"[247, 249, 268, 272]",0.2735518972024428,0.7264481027975572
30,"[244, 254, 273, 277]",0.15023174919085083,0.8497682508091492
31,"[250, 256, 257, 267]",0.21120894965302606,0.7887910503469739
32,"[246, 248, 249, 278]",0.20180178794376813,0.7981982120562319
33,"[244, 247, 264, 268]",0.2000002403615353,0.7999997596384647
34,"[254, 257, 269, 277]",0.26484450849445507,0.7351554915055449
35,"[249, 256, 267, 272]",0.21124229851590437,0.7887577014840956
36,"[244, 246, 248, 250]",0.19981681918247968,0.8001831808175204
37,"[247, 249, 257, 268]",0.1500166545181531,0.849983345481847
38,"[254, 273, 277, 278]",0.1521494383525964,0.8478505616474037
39,"[244, 256, 264, 267]",0.2847632805584398,0.7152367194415602
40,"[246, 248, 249, 257]",0.2440336309306995,0.7559663690693005
