round,maintained_units,avg_risk,avg_survival_prob
1,"[252, 264, 268, 274]",0.0,1.0
2,"[245, 250, 253, 257]",0.4,0.6
3,"[244, 252, 255, 272]",0.15,0.85
4,"[243, 249, 257, 266]",0.15,0.85
5,"[252, 253, 264, 268]",0.1,0.9
6,"[245, 250, 274, 277]",0.4,0.6
7,"[252, 257, 274, 276]",0.05,0.95
8,"[244, 252, 253, 259]",0.15,0.85
9,"[243, 264, 266, 272]",0.3,0.7
10,"[245, 250, 256, 277]",0.35,0.65
11,"[252, 253, 257, 268]",0.1,0.9
12,"[252, 255, 257, 274]",0.1,0.9
13,"[244, 252, 257, 264]",0.1,0.9
14,"[249, 250, 253, 256]",0.55,0.45
15,"[252, 255, 257, 272]",0.1,0.9
16,"[252, 257, 268, 276]",0.1,0.9
17,"[252, 253, 264, 274]",0.15,0.85
18,"[244, 245, 247, 250]",0.4,0.6
19,"[243, 249, 257, 266]",0.15,0.85
20,"[252, 253, 259, 268]",0.1,0.9
21,"[252, 255, 264, 272]",0.15,0.85
22,"[245, 250, 274, 277]",0.35,0.65
23,"[244, 252, 253, 257]",0.15,0.85
24,"[243, 249, 255, 266]",0.2,0.8
25,"[252, 264, 268, 276]",0.15,0.85
26,"[245, 250, 253, 259]",0.4,0.6
27,"[255, 257, 272, 274]",0.2,0.8
28,"[244, 252, 257, 274]",0.05,0.95
29,"[243, 253, 264, 266]",0.25,0.75
30,"[245, 247, 250, 277]",0.4,0.6
31,"[252, 264, 268, 274]",0.0,1.0
32,"[252, 253, 257, 259]",0.15,0.85
33,"[244, 252, 255, 272]",0.15,0.85
34,"[249, 250, 256, 270]",0.5,0.5
35,"[252, 253, 264, 268]",0.1,0.9
36,"[252, 255, 257, 274]",0.15,0.85
37,"[252, 264, 268, 274]",0.0,1.0
38,"[244, 245, 250, 259]",0.45,0.55
39,"[243, 249, 266, 272]",0.25,0.75
40,"[252, 257, 268, 274]",0.05,0.95
