round,maintained_units,avg_risk,avg_survival_prob
1,"[242, 244, 266, 280]",0.0,1.0
2,"[246, 249, 255, 257]",0.35,0.65
3,"[250, 253, 266, 271]",0.15,0.85
4,"[244, 248, 256, 267]",0.3,0.7
5,"[242, 249, 255, 274]",0.25,0.75
6,"[246, 247, 254, 280]",0.15,0.85
7,"[241, 244, 253, 266]",0.3,0.7
8,"[248, 249, 267, 274]",0.4,0.6
9,"[242, 247, 262, 266]",0.1,0.9
10,"[244, 246, 247, 254]",0.15,0.85
11,"[249, 253, 271, 274]",0.35,0.65
12,"[241, 248, 256, 267]",0.2,0.8
13,"[242, 244, 250, 266]",0.2,0.8
14,"[246, 254, 255, 257]",0.4,0.6
15,"[247, 253, 266, 271]",0.1,0.9
16,"[244, 248, 267, 279]",0.3,0.7
17,"[241, 242, 249, 274]",0.3,0.7
18,"[246, 247, 250, 254]",0.15,0.85
19,"[244, 253, 266, 271]",0.25,0.75
20,"[248, 249, 267, 274]",0.35,0.65
21,"[242, 244, 266, 280]",0.1,0.9
22,"[241, 246, 247, 254]",0.2,0.8
23,"[249, 253, 271, 274]",0.35,0.65
24,"[244, 248, 256, 267]",0.25,0.75
25,"[242, 266, 279, 280]",0.15,0.85
26,"[246, 254, 255, 257]",0.35,0.65
27,"[241, 244, 253, 271]",0.2,0.8
28,"[248, 250, 256, 267]",0.2,0.8
29,"[242, 255, 262, 266]",0.35,0.65
30,"[244, 246, 247, 254]",0.25,0.75
31,"[247, 253, 266, 271]",0.1,0.9
32,"[241, 248, 267, 274]",0.4,0.6
33,"[242, 244, 250, 266]",0.15,0.85
34,"[246, 254, 262, 279]",0.2,0.8
35,"[249, 253, 271, 274]",0.4,0.6
36,"[244, 248, 256, 267]",0.2,0.8
37,"[241, 242, 247, 266]",0.15,0.85
38,"[246, 254, 255, 257]",0.35,0.65
39,"[244, 253, 262, 271]",0.2,0.8
40,"[248, 256, 267, 280]",0.2,0.8
