round,maintained_units,avg_risk,avg_survival_prob
1,"[248, 261, 270, 275]",0.0,1.0
2,"[253, 263, 269, 272]",0.25,0.75
3,"[251, 255, 257, 277]",0.3,0.7
4,"[261, 266, 271, 279]",0.2,0.8
5,"[248, 253, 269, 270]",0.15,0.85
6,"[255, 263, 275, 278]",0.2,0.8
7,"[257, 261, 265, 277]",0.3,0.7
8,"[253, 269, 272, 280]",0.25,0.75
9,"[251, 266, 271, 278]",0.3,0.7
10,"[248, 261, 263, 266]",0.1,0.9
11,"[257, 269, 275, 277]",0.35,0.65
12,"[248, 249, 255, 278]",0.15,0.85
13,"[248, 261, 270, 275]",0.1,0.9
14,"[253, 265, 266, 272]",0.4,0.6
15,"[251, 255, 257, 277]",0.3,0.7
16,"[248, 261, 270, 275]",0.05,0.95
17,"[248, 249, 253, 269]",0.15,0.85
18,"[263, 266, 278, 279]",0.25,0.75
19,"[257, 261, 271, 277]",0.25,0.75
20,"[253, 269, 272, 280]",0.25,0.75
21,"[251, 265, 275, 278]",0.25,0.75
22,"[249, 261, 263, 266]",0.2,0.8
23,"[257, 260, 269, 277]",0.25,0.75
24,"[255, 270, 271, 278]",0.2,0.8
25,"[248, 261, 270, 279]",0.1,0.9
26,"[263, 272, 275, 280]",0.35,0.65
27,"[251, 255, 257, 277]",0.4,0.6
28,"[261, 265, 270, 275]",0.1,0.9
29,"[253, 266, 269, 271]",0.15,0.85
30,"[248, 255, 263, 278]",0.15,0.85
31,"[257, 260, 261, 277]",0.2,0.8
32,"[249, 269, 272, 280]",0.35,0.65
33,"[251, 266, 275, 278]",0.25,0.75
34,"[261, 263, 266, 271]",0.15,0.85
35,"[257, 265, 269, 277]",0.3,0.7
36,"[248, 255, 270, 278]",0.15,0.85
37,"[248, 249, 261, 270]",0.1,0.9
38,"[263, 272, 275, 280]",0.35,0.65
39,"[255, 257, 271, 277]",0.45,0.55
40,"[248, 261, 270, 275]",0.05,0.95
