round,maintained_units,avg_risk,avg_survival_prob
1,"[254, 259, 261, 272]",0.0,1.0
2,"[243, 246, 252, 278]",0.25,0.75
3,"[242, 249, 261, 275]",0.1,0.9
4,"[261, 262, 266, 275]",0.1,0.9
5,"[248, 254, 276, 278]",0.25,0.75
6,"[242, 252, 257, 280]",0.25,0.75
7,"[243, 259, 261, 272]",0.2,0.8
8,"[246, 249, 266, 278]",0.25,0.75
9,"[242, 254, 262, 275]",0.2,0.8
10,"[245, 252, 261, 274]",0.25,0.75
11,"[254, 261, 275, 278]",0.05,0.95
12,"[242, 243, 266, 280]",0.2,0.8
13,"[249, 259, 271, 272]",0.2,0.8
14,"[245, 261, 262, 278]",0.45,0.55
15,"[242, 254, 261, 274]",0.15,0.85
16,"[254, 261, 266, 275]",0.1,0.9
17,"[243, 261, 275, 278]",0.1,0.9
18,"[242, 245, 252, 257]",0.35,0.65
19,"[259, 261, 262, 272]",0.15,0.85
20,"[246, 254, 266, 278]",0.25,0.75
21,"[242, 254, 261, 275]",0.05,0.95
22,"[243, 245, 252, 257]",0.2,0.8
23,"[248, 249, 276, 278]",0.25,0.75
24,"[242, 261, 266, 280]",0.25,0.75
25,"[254, 259, 272, 274]",0.2,0.8
26,"[245, 257, 275, 278]",0.3,0.7
27,"[242, 243, 261, 275]",0.15,0.85
28,"[249, 261, 266, 271]",0.15,0.85
29,"[254, 261, 262, 278]",0.15,0.85
30,"[242, 252, 257, 280]",0.3,0.7
31,"[254, 259, 261, 272]",0.1,0.9
32,"[246, 248, 266, 278]",0.35,0.65
33,"[242, 249, 261, 271]",0.15,0.85
34,"[245, 252, 257, 262]",0.2,0.8
35,"[254, 261, 274, 278]",0.15,0.85
36,"[242, 261, 266, 280]",0.15,0.85
37,"[243, 259, 272, 275]",0.2,0.8
38,"[245, 249, 257, 278]",0.35,0.65
39,"[242, 254, 261, 262]",0.2,0.8
40,"[261, 266, 274, 275]",0.1,0.9
