round,maintained_units,avg_risk,avg_survival_prob
1,"[251, 257, 265, 271]",0.0,1.0
2,"[242, 267, 269, 276]",0.25,0.75
3,"[243, 244, 250, 260]",0.35,0.65
4,"[251, 257, 265, 271]",0.0,1.0
5,"[246, 259, 269, 274]",0.25,0.75
6,"[248, 253, 256, 274]",0.15,0.85
7,"[250, 251, 260, 264]",0.15,0.85
8,"[243, 244, 257, 269]",0.25,0.75
9,"[253, 271, 272, 274]",0.15,0.85
10,"[251, 256, 265, 271]",0.05,0.95
11,"[246, 259, 260, 269]",0.35,0.65
12,"[253, 257, 265, 271]",0.1,0.9
13,"[243, 244, 271, 274]",0.1,0.9
14,"[242, 251, 256, 269]",0.15,0.85
15,"[248, 253, 260, 272]",0.3,0.7
16,"[251, 257, 265, 271]",0.05,0.95
17,"[242, 246, 259, 269]",0.2,0.8
18,"[243, 244, 256, 274]",0.25,0.75
19,"[250, 251, 260, 264]",0.15,0.85
20,"[242, 251, 257, 269]",0.15,0.85
21,"[253, 271, 272, 274]",0.15,0.85
22,"[251, 256, 265, 271]",0.05,0.95
23,"[242, 243, 244, 259]",0.45,0.55
24,"[248, 253, 257, 274]",0.15,0.85
25,"[251, 257, 265, 271]",0.0,1.0
26,"[242, 251, 256, 269]",0.15,0.85
27,"[253, 260, 264, 272]",0.25,0.75
28,"[243, 244, 271, 274]",0.1,0.9
29,"[246, 257, 259, 269]",0.25,0.75
30,"[253, 256, 265, 271]",0.1,0.9
31,"[250, 251, 260, 264]",0.15,0.85
32,"[242, 251, 269, 274]",0.1,0.9
33,"[243, 244, 253, 257]",0.3,0.7
34,"[251, 256, 265, 271]",0.05,0.95
35,"[246, 259, 260, 269]",0.35,0.65
36,"[253, 257, 265, 271]",0.05,0.95
37,"[251, 265, 271, 274]",0.05,0.95
38,"[242, 243, 244, 269]",0.25,0.75
39,"[253, 260, 264, 272]",0.25,0.75
40,"[251, 257, 265, 271]",0.05,0.95
