round,maintained_units,avg_risk,avg_survival_prob
1,"[248, 260, 261, 264]",0.041334313298364345,0.9586656867016357
2,"[243, 246, 249, 272]",0.07842373084541507,0.921576269154585
3,"[241, 257, 268, 269]",0.3276728124542353,0.6723271875457647
4,"[242, 261, 276, 280]",0.1713832510346655,0.8286167489653344
5,"[246, 248, 249, 273]",0.10864250214149837,0.8913574978585016
6,"[253, 257, 260, 264]",0.09347062002323461,0.9065293799767653
7,"[243, 261, 268, 277]",0.22128855570736222,0.7787114442926378
8,"[242, 249, 272, 279]",0.25402550200620494,0.745974497993795
9,"[246, 248, 257, 280]",0.30375833559019616,0.6962416644098038
10,"[249, 253, 261, 268]",0.09612038206765885,0.9038796179323413
11,"[242, 259, 260, 277]",0.10315349705482899,0.8968465029451711
12,"[243, 246, 257, 264]",0.1586657310754775,0.8413342689245225
13,"[241, 248, 249, 261]",0.21463975744059635,0.7853602425594036
14,"[253, 272, 273, 280]",0.2942507245753081,0.7057492754246919
15,"[242, 257, 269, 277]",0.2280374668785698,0.7719625331214302
16,"[246, 249, 261, 279]",0.2239530918369559,0.7760469081630441
17,"[243, 248, 253, 260]",0.16516178826067315,0.8348382117393267
18,"[241, 257, 264, 268]",0.20050848696455287,0.7994915130354471
19,"[242, 249, 277, 280]",0.3147110258026582,0.6852889741973417
20,"[246, 248, 253, 272]",0.11423838436855875,0.8857616156314412
21,"[249, 257, 268, 269]",0.10019824047585361,0.8998017595241464
22,"[243, 260, 261, 273]",0.136245392353675,0.8637546076463251
23,"[241, 242, 259, 277]",0.18878608053420182,0.8112139194657981
24,"[246, 249, 253, 280]",0.439432677174293,0.560567322825707
25,"[261, 268, 272, 279]",0.147165286795997,0.8528347132040028
26,"[242, 243, 249, 269]",0.004746935868956215,0.9952530641310439
27,"[257, 259, 260, 277]",0.17056604739279335,0.8294339526072066
28,"[246, 248, 253, 261]",0.2418814763688452,0.7581185236311547
29,"[249, 268, 276, 280]",0.19499466590033368,0.8050053340996662
30,"[242, 257, 264, 273]",0.1585426696962052,0.8414573303037948
31,"[243, 261, 272, 277]",0.23819802748454572,0.7618019725154543
32,"[246, 248, 249, 253]",0.27848344316501433,0.7215165568349857
33,"[257, 260, 268, 279]",0.2502133587096929,0.7497866412903071
34,"[242, 261, 276, 280]",0.18546561399981723,0.8145343860001828
35,"[249, 253, 259, 277]",0.14300220088840357,0.8569977991115966
36,"[243, 246, 257, 264]",0.2514274776044627,0.7485725223955373
37,"[242, 261, 268, 272]",0.1506646506400637,0.8493353493599363
38,"[241, 249, 260, 269]",0.19559815828316682,0.8044018417168332
39,"[253, 257, 273, 280]",0.31754615103157574,0.6824538489684243
40,"[242, 246, 248, 261]",0.15084422456626292,0.8491557754337371
