round,maintained_units,avg_risk,avg_survival_prob
1,"[264, 269, 273, 276]",0.0,1.0
2,"[260, 261, 272, 278]",0.4,0.6
3,"[252, 253, 273, 279]",0.1,0.9
4,"[248, 256, 269, 274]",0.2,0.8
5,"[243, 261, 264, 278]",0.3,0.7
6,"[246, 253, 260, 270]",0.2,0.8
7,"[252, 269, 273, 279]",0.1,0.9
8,"[255, 256, 267, 272]",0.3,0.7
9,"[253, 264, 265, 274]",0.2,0.8
10,"[243, 260, 269, 270]",0.25,0.75
11,"[252, 255, 261, 278]",0.25,0.75
12,"[246, 253, 256, 276]",0.15,0.85
13,"[248, 264, 269, 273]",0.15,0.85
14,"[261, 272, 274, 278]",0.45,0.55
15,"[243, 252, 253, 273]",0.15,0.85
16,"[256, 265, 269, 279]",0.15,0.85
17,"[255, 261, 264, 278]",0.25,0.75
18,"[246, 253, 260, 270]",0.2,0.8
19,"[252, 269, 273, 274]",0.15,0.85
20,"[255, 256, 267, 272]",0.35,0.65
21,"[253, 264, 273, 276]",0.15,0.85
22,"[248, 260, 269, 270]",0.2,0.8
23,"[252, 261, 265, 278]",0.35,0.65
24,"[246, 253, 256, 274]",0.2,0.8
25,"[243, 264, 269, 273]",0.15,0.85
26,"[260, 261, 270, 278]",0.35,0.65
27,"[252, 253, 273, 279]",0.1,0.9
28,"[256, 264, 269, 276]",0.1,0.9
29,"[255, 261, 274, 278]",0.25,0.75
30,"[243, 246, 253, 260]",0.3,0.7
31,"[248, 252, 269, 273]",0.15,0.85
32,"[255, 256, 264, 267]",0.35,0.65
33,"[253, 264, 273, 276]",0.05,0.95
34,"[260, 269, 270, 274]",0.25,0.75
35,"[243, 252, 261, 278]",0.3,0.7
36,"[246, 253, 256, 276]",0.15,0.85
37,"[264, 265, 269, 273]",0.15,0.85
38,"[260, 261, 270, 278]",0.35,0.65
39,"[252, 253, 273, 274]",0.15,0.85
40,"[243, 248, 256, 269]",0.2,0.8
