round,maintained_units,avg_risk,avg_survival_prob
1,"[246, 255, 271, 277]",0.0,1.0
2,"[252, 273, 275, 280]",0.3,0.7
3,"[249, 251, 261, 268]",0.25,0.75
4,"[241, 255, 271, 277]",0.2,0.8
5,"[243, 260, 266, 273]",0.2,0.8
6,"[251, 261, 268, 275]",0.25,0.75
7,"[242, 252, 271, 277]",0.3,0.7
8,"[246, 255, 273, 277]",0.05,0.95
9,"[249, 259, 261, 265]",0.35,0.65
10,"[260, 266, 271, 275]",0.2,0.8
11,"[253, 255, 273, 277]",0.2,0.8
12,"[243, 252, 261, 268]",0.35,0.65
13,"[246, 255, 271, 277]",0.05,0.95
14,"[241, 246, 273, 275]",0.15,0.85
15,"[260, 261, 266, 268]",0.35,0.65
16,"[246, 255, 271, 277]",0.15,0.85
17,"[242, 246, 252, 273]",0.15,0.85
18,"[259, 261, 265, 268]",0.35,0.65
19,"[241, 243, 271, 277]",0.3,0.7
20,"[246, 260, 266, 273]",0.15,0.85
21,"[249, 251, 261, 268]",0.2,0.8
22,"[252, 271, 275, 277]",0.3,0.7
23,"[246, 251, 253, 273]",0.1,0.9
24,"[241, 249, 261, 268]",0.2,0.8
25,"[260, 266, 271, 277]",0.25,0.75
26,"[243, 251, 273, 275]",0.2,0.8
27,"[249, 259, 261, 265]",0.4,0.6
28,"[246, 255, 271, 277]",0.15,0.85
29,"[241, 246, 251, 273]",0.15,0.85
30,"[260, 261, 268, 275]",0.3,0.7
31,"[253, 255, 271, 277]",0.2,0.8
32,"[242, 251, 252, 273]",0.2,0.8
33,"[243, 249, 261, 268]",0.2,0.8
34,"[241, 271, 275, 277]",0.25,0.75
35,"[251, 260, 266, 273]",0.25,0.75
36,"[259, 261, 265, 268]",0.25,0.75
37,"[242, 252, 271, 277]",0.25,0.75
38,"[246, 251, 273, 275]",0.2,0.8
39,"[241, 253, 261, 268]",0.25,0.75
40,"[260, 266, 271, 277]",0.3,0.7
