round,maintained_units,avg_risk,avg_survival_prob
1,"[243, 249, 253, 255]",0.0,1.0
2,"[241, 252, 256, 275]",0.35,0.65
3,"[252, 253, 259, 277]",0.1,0.9
4,"[249, 250, 260, 270]",0.25,0.75
5,"[249, 253, 255, 272]",0.05,0.95
6,"[243, 247, 252, 266]",0.35,0.65
7,"[241, 251, 277, 280]",0.2,0.8
8,"[243, 249, 253, 255]",0.1,0.9
9,"[250, 252, 253, 270]",0.15,0.85
10,"[247, 256, 260, 266]",0.2,0.8
11,"[249, 255, 272, 277]",0.2,0.8
12,"[241, 252, 278, 280]",0.2,0.8
13,"[243, 249, 253, 255]",0.1,0.9
14,"[247, 256, 266, 270]",0.3,0.7
15,"[252, 253, 277, 279]",0.15,0.85
16,"[249, 253, 255, 260]",0.15,0.85
17,"[241, 252, 272, 280]",0.15,0.85
18,"[243, 247, 256, 266]",0.25,0.75
19,"[249, 250, 270, 277]",0.25,0.75
20,"[249, 252, 253, 255]",0.1,0.9
21,"[243, 249, 253, 255]",0.0,1.0
22,"[241, 256, 266, 280]",0.3,0.7
23,"[252, 272, 277, 279]",0.2,0.8
24,"[249, 250, 270, 278]",0.25,0.75
25,"[243, 249, 253, 255]",0.05,0.95
26,"[247, 252, 256, 266]",0.2,0.8
27,"[241, 252, 277, 280]",0.15,0.85
28,"[249, 253, 255, 260]",0.15,0.85
29,"[250, 253, 270, 272]",0.15,0.85
30,"[243, 247, 252, 266]",0.3,0.7
31,"[249, 255, 277, 279]",0.2,0.8
32,"[241, 249, 252, 280]",0.1,0.9
33,"[243, 249, 253, 255]",0.05,0.95
34,"[247, 260, 266, 270]",0.3,0.7
35,"[252, 253, 272, 277]",0.15,0.85
36,"[249, 253, 255, 278]",0.15,0.85
37,"[241, 249, 252, 280]",0.1,0.9
38,"[243, 247, 256, 266]",0.2,0.8
39,"[250, 270, 277, 279]",0.25,0.75
40,"[249, 252, 253, 260]",0.2,0.8
