round,maintained_units,avg_risk,avg_survival_prob
1,"[246, 264, 273, 279]",0.05,0.95
2,"[243, 248, 260, 261]",0.25,0.75
3,"[242, 253, 259, 269]",0.45,0.55
4,"[257, 276, 279, 280]",0.1,0.9
5,"[246, 249, 261, 279]",0.15,0.85
6,"[246, 248, 257, 277]",0.05,0.95
7,"[242, 253, 259, 268]",0.35,0.65
8,"[241, 249, 260, 261]",0.2,0.8
9,"[269, 272, 276, 280]",0.3,0.7
10,"[246, 248, 273, 277]",0.2,0.8
11,"[242, 253, 259, 268]",0.3,0.7
12,"[243, 257, 273, 279]",0.1,0.9
13,"[241, 260, 264, 279]",0.15,0.85
14,"[246, 248, 261, 277]",0.35,0.65
15,"[242, 253, 259, 269]",0.35,0.65
16,"[246, 257, 277, 279]",0.0,1.0
17,"[243, 249, 261, 279]",0.15,0.85
18,"[241, 248, 260, 273]",0.15,0.85
19,"[242, 253, 259, 268]",0.4,0.6
20,"[246, 249, 261, 277]",0.2,0.8
21,"[269, 272, 273, 279]",0.1,0.9
22,"[243, 248, 257, 273]",0.15,0.85
23,"[242, 253, 259, 268]",0.4,0.6
24,"[246, 260, 277, 280]",0.25,0.75
25,"[257, 264, 273, 279]",0.1,0.9
26,"[248, 249, 261, 273]",0.15,0.85
27,"[242, 253, 259, 269]",0.35,0.65
28,"[241, 246, 257, 277]",0.2,0.8
29,"[260, 261, 276, 280]",0.25,0.75
30,"[246, 248, 257, 277]",0.05,0.95
31,"[242, 253, 259, 268]",0.25,0.75
32,"[243, 249, 261, 279]",0.15,0.85
33,"[241, 257, 269, 272]",0.2,0.8
34,"[246, 248, 260, 277]",0.35,0.65
35,"[242, 253, 259, 268]",0.35,0.65
36,"[246, 257, 277, 279]",0.05,0.95
37,"[243, 264, 273, 279]",0.1,0.9
38,"[241, 248, 249, 261]",0.2,0.8
39,"[242, 253, 269, 276]",0.5,0.5
40,"[246, 260, 277, 279]",0.15,0.85
