round,maintained_units,avg_risk,avg_survival_prob
1,"[243, 245, 254, 259]",0.01231017333306102,0.9876898266669389
2,"[242, 246, 252, 278]",0.1681222858153028,0.8318777141846972
3,"[249, 261, 266, 271]",0.12391191362833336,0.8760880863716667
4,"[245, 262, 274, 275]",0.05168497660852187,0.9483150233914781
5,"[242, 254, 272, 278]",0.29910288360128534,0.7008971163987147
6,"[252, 257, 261, 280]",0.24949049277115312,0.7505095072288468
7,"[245, 249, 259, 266]",0.07158674802698024,0.9284132519730196
8,"[242, 246, 271, 278]",0.21043598478076714,0.7895640152192328
9,"[254, 262, 274, 275]",0.250804801639086,0.749195198360914
10,"[245, 252, 257, 272]",0.10009144547261488,0.8999085545273852
11,"[242, 243, 266, 278]",0.17107671591337037,0.8289232840866297
12,"[249, 259, 261, 280]",0.15005472352647883,0.8499452764735211
13,"[252, 254, 262, 271]",0.11189099004796232,0.8881090099520377
14,"[245, 257, 274, 278]",0.4075521133591867,0.5924478866408135
15,"[252, 261, 266, 272]",0.06621453869861252,0.9337854613013874
16,"[243, 249, 254, 278]",0.05486125356128193,0.9451387464387182
17,"[242, 259, 262, 280]",0.06120114195164907,0.9387988580483508
18,"[245, 257, 261, 271]",0.2008121321881125,0.7991878678118876
19,"[252, 274, 275, 278]",0.21614991926661897,0.783850080733381
20,"[242, 246, 254, 266]",0.20487822566270966,0.7951217743372904
21,"[243, 249, 261, 272]",0.2104896828283421,0.789510317171658
22,"[245, 257, 262, 278]",0.20095050330266676,0.7990494966973334
23,"[242, 252, 259, 280]",0.3081843033327374,0.6918156966672626
24,"[254, 261, 274, 275]",0.2161384447921597,0.7838615552078403
25,"[245, 249, 266, 278]",0.10543832121092792,0.8945616787890721
26,"[242, 243, 246, 257]",0.21075582768144924,0.7892441723185508
27,"[252, 261, 262, 272]",0.199988582719452,0.800011417280548
28,"[254, 259, 271, 278]",0.15015578949023356,0.8498442105097664
29,"[242, 245, 274, 280]",0.2715769788159895,0.7284230211840105
30,"[249, 257, 261, 266]",0.20080333224848781,0.7991966677515123
31,"[243, 252, 262, 278]",0.16048624563315786,0.8395137543668423
32,"[242, 246, 248, 254]",0.2076415579325166,0.7923584420674834
33,"[245, 261, 271, 272]",0.20006920020564295,0.799930799794357
34,"[257, 259, 274, 278]",0.27245555279658673,0.7275444472034133
35,"[249, 252, 266, 280]",0.2610505063491966,0.7389494936508034
36,"[243, 254, 261, 262]",0.19943562302821993,0.80056437697178
37,"[245, 246, 257, 278]",0.10000366482324377,0.8999963351767561
38,"[242, 252, 271, 272]",0.10090173362900197,0.899098266370998
39,"[261, 266, 274, 275]",0.17163006235865982,0.8283699376413403
40,"[249, 254, 259, 278]",0.2111328255049827,0.7888671744950173
