round,maintained_units,avg_risk,avg_survival_prob
1,"[250, 252, 265, 269]",0.0,1.0
2,"[244, 246, 249, 255]",0.4,0.6
3,"[243, 248, 263, 275]",0.35,0.65
4,"[252, 262, 264, 265]",0.1,0.9
5,"[244, 249, 255, 265]",0.15,0.85
6,"[246, 250, 261, 266]",0.25,0.75
7,"[252, 269, 270, 280]",0.3,0.7
8,"[243, 244, 249, 255]",0.2,0.8
9,"[261, 262, 265, 275]",0.2,0.8
10,"[246, 252, 264, 266]",0.25,0.75
11,"[244, 248, 249, 263]",0.35,0.65
12,"[261, 270, 279, 280]",0.2,0.8
13,"[243, 252, 265, 269]",0.2,0.8
14,"[244, 246, 249, 255]",0.35,0.65
15,"[248, 261, 263, 275]",0.2,0.8
16,"[250, 252, 264, 265]",0.15,0.85
17,"[244, 249, 270, 280]",0.25,0.75
18,"[246, 261, 266, 268]",0.25,0.75
19,"[248, 252, 262, 269]",0.25,0.75
20,"[244, 255, 265, 279]",0.25,0.75
21,"[250, 261, 265, 275]",0.15,0.85
22,"[246, 252, 264, 266]",0.35,0.65
23,"[243, 244, 249, 263]",0.3,0.7
24,"[250, 261, 262, 265]",0.1,0.9
25,"[250, 252, 265, 269]",0.1,0.9
26,"[244, 246, 249, 255]",0.3,0.7
27,"[248, 263, 270, 280]",0.3,0.7
28,"[243, 252, 264, 279]",0.2,0.8
29,"[244, 255, 262, 265]",0.25,0.75
30,"[246, 250, 261, 266]",0.25,0.75
31,"[248, 252, 263, 269]",0.2,0.8
32,"[244, 249, 270, 280]",0.25,0.75
33,"[243, 261, 265, 275]",0.2,0.8
34,"[246, 252, 262, 264]",0.3,0.7
35,"[244, 248, 249, 263]",0.3,0.7
36,"[261, 262, 265, 279]",0.1,0.9
37,"[252, 269, 270, 280]",0.2,0.8
38,"[244, 246, 249, 255]",0.35,0.65
39,"[248, 261, 263, 275]",0.2,0.8
40,"[250, 252, 264, 265]",0.2,0.8
