round,maintained_units,avg_risk,avg_survival_prob
1,"[262, 267, 271, 276]",0.0,1.0
2,"[242, 252, 257, 279]",0.25,0.75
3,"[254, 263, 275, 278]",0.3,0.7
4,"[241, 260, 268, 271]",0.1,0.9
5,"[245, 252, 257, 267]",0.25,0.75
6,"[242, 262, 274, 276]",0.2,0.8
7,"[241, 254, 263, 276]",0.1,0.9
8,"[252, 257, 268, 271]",0.25,0.75
9,"[264, 267, 275, 278]",0.25,0.75
10,"[242, 250, 260, 279]",0.2,0.8
11,"[252, 254, 257, 263]",0.3,0.7
12,"[241, 271, 274, 276]",0.25,0.75
13,"[262, 267, 271, 276]",0.05,0.95
14,"[242, 245, 252, 257]",0.2,0.8
15,"[254, 263, 275, 278]",0.35,0.65
16,"[241, 260, 268, 271]",0.1,0.9
17,"[245, 252, 257, 267]",0.2,0.8
18,"[242, 262, 274, 276]",0.25,0.75
19,"[241, 254, 263, 279]",0.15,0.85
20,"[252, 257, 268, 271]",0.3,0.7
21,"[264, 267, 275, 278]",0.25,0.75
22,"[241, 242, 260, 276]",0.1,0.9
23,"[252, 254, 257, 263]",0.3,0.7
24,"[262, 268, 271, 274]",0.15,0.85
25,"[241, 250, 267, 276]",0.1,0.9
26,"[242, 245, 252, 257]",0.2,0.8
27,"[254, 263, 275, 279]",0.35,0.65
28,"[241, 260, 268, 271]",0.15,0.85
29,"[245, 252, 257, 267]",0.25,0.75
30,"[242, 250, 274, 276]",0.2,0.8
31,"[241, 254, 263, 276]",0.1,0.9
32,"[252, 257, 268, 271]",0.25,0.75
33,"[264, 267, 275, 278]",0.25,0.75
34,"[242, 260, 262, 276]",0.15,0.85
35,"[252, 254, 257, 279]",0.35,0.65
36,"[241, 268, 271, 274]",0.2,0.8
37,"[262, 267, 271, 276]",0.05,0.95
38,"[242, 245, 252, 257]",0.2,0.8
39,"[254, 263, 275, 278]",0.3,0.7
40,"[241, 250, 260, 268]",0.15,0.85
