round,maintained_units,avg_risk,avg_survival_prob
1,"[243, 249, 253, 255]",0.0,1.0
2,"[241, 256, 275, 277]",0.35,0.65
3,"[250, 259, 260, 278]",0.25,0.75
4,"[251, 253, 255, 270]",0.2,0.8
5,"[253, 255, 272, 279]",0.1,0.9
6,"[241, 243, 249, 256]",0.4,0.6
7,"[250, 252, 260, 266]",0.25,0.75
8,"[253, 255, 270, 280]",0.2,0.8
9,"[252, 253, 259, 278]",0.1,0.9
10,"[241, 247, 251, 256]",0.25,0.75
11,"[243, 249, 260, 266]",0.35,0.65
12,"[253, 270, 278, 279]",0.25,0.75
13,"[249, 252, 253, 255]",0.05,0.95
14,"[241, 247, 256, 280]",0.25,0.75
15,"[250, 259, 260, 266]",0.25,0.75
16,"[243, 251, 253, 270]",0.25,0.75
17,"[252, 253, 272, 275]",0.15,0.85
18,"[241, 247, 249, 256]",0.3,0.7
19,"[250, 260, 266, 279]",0.25,0.75
20,"[252, 253, 270, 280]",0.15,0.85
21,"[243, 253, 259, 278]",0.15,0.85
22,"[241, 247, 256, 275]",0.35,0.65
23,"[249, 260, 266, 272]",0.25,0.75
24,"[252, 253, 270, 278]",0.2,0.8
25,"[243, 249, 253, 255]",0.05,0.95
26,"[241, 247, 256, 280]",0.3,0.7
27,"[259, 260, 266, 275]",0.3,0.7
28,"[251, 253, 255, 270]",0.25,0.75
29,"[249, 253, 255, 272]",0.05,0.95
30,"[241, 243, 247, 256]",0.3,0.7
31,"[250, 252, 260, 266]",0.15,0.85
32,"[253, 270, 275, 280]",0.25,0.75
33,"[253, 259, 278, 279]",0.15,0.85
34,"[241, 247, 249, 256]",0.3,0.7
35,"[243, 260, 266, 272]",0.35,0.65
36,"[252, 253, 270, 278]",0.15,0.85
37,"[249, 253, 255, 275]",0.05,0.95
38,"[241, 247, 256, 280]",0.25,0.75
39,"[250, 259, 260, 266]",0.25,0.75
40,"[243, 253, 270, 279]",0.35,0.65
