round,maintained_units,avg_risk,avg_survival_prob
1,"[250, 251, 274, 278]",0.0,1.0
2,"[243, 260, 261, 263]",0.25,0.75
3,"[249, 251, 255, 278]",0.1,0.9
4,"[264, 269, 274, 280]",0.3,0.7
5,"[251, 261, 276, 279]",0.1,0.9
6,"[249, 250, 263, 266]",0.3,0.7
7,"[243, 251, 273, 274]",0.15,0.85
8,"[248, 260, 261, 268]",0.2,0.8
9,"[249, 255, 278, 280]",0.2,0.8
10,"[263, 264, 266, 274]",0.3,0.7
11,"[250, 251, 261, 279]",0.1,0.9
12,"[243, 248, 249, 268]",0.25,0.75
13,"[250, 251, 274, 278]",0.05,0.95
14,"[260, 261, 263, 266]",0.3,0.7
15,"[249, 251, 255, 278]",0.1,0.9
16,"[264, 269, 273, 274]",0.3,0.7
17,"[243, 251, 261, 279]",0.1,0.9
18,"[249, 250, 263, 266]",0.3,0.7
19,"[251, 274, 279, 280]",0.1,0.9
20,"[248, 260, 261, 268]",0.2,0.8
21,"[249, 251, 255, 278]",0.15,0.85
22,"[243, 263, 269, 274]",0.35,0.65
23,"[250, 251, 261, 279]",0.1,0.9
24,"[248, 249, 268, 280]",0.25,0.75
25,"[251, 273, 274, 279]",0.1,0.9
26,"[260, 261, 263, 266]",0.25,0.75
27,"[243, 249, 255, 278]",0.2,0.8
28,"[248, 250, 269, 274]",0.3,0.7
29,"[251, 261, 279, 280]",0.1,0.9
30,"[249, 255, 263, 266]",0.25,0.75
31,"[250, 251, 274, 278]",0.05,0.95
32,"[243, 248, 260, 268]",0.25,0.75
33,"[249, 251, 255, 278]",0.1,0.9
34,"[263, 264, 266, 274]",0.4,0.6
35,"[251, 261, 274, 279]",0.05,0.95
36,"[248, 249, 250, 268]",0.25,0.75
37,"[243, 251, 274, 279]",0.05,0.95
38,"[260, 261, 263, 266]",0.25,0.75
39,"[249, 255, 278, 280]",0.2,0.8
40,"[248, 264, 269, 274]",0.25,0.75
