round,maintained_units,avg_risk,avg_survival_prob
1,"[242, 244, 266, 280]",0.0,1.0
2,"[246, 249, 255, 271]",0.3,0.7
3,"[248, 250, 253, 254]",0.3,0.7
4,"[242, 244, 266, 280]",0.05,0.95
5,"[249, 267, 271, 274]",0.35,0.65
6,"[248, 257, 262, 279]",0.2,0.8
7,"[241, 250, 253, 280]",0.2,0.8
8,"[244, 249, 271, 274]",0.25,0.75
9,"[242, 257, 266, 279]",0.25,0.75
10,"[247, 248, 256, 280]",0.2,0.8
11,"[246, 249, 255, 271]",0.4,0.6
12,"[241, 244, 254, 279]",0.25,0.75
13,"[248, 262, 266, 280]",0.15,0.85
14,"[242, 249, 271, 274]",0.25,0.75
15,"[250, 253, 256, 279]",0.3,0.7
16,"[244, 248, 266, 280]",0.15,0.85
17,"[241, 249, 267, 274]",0.3,0.7
18,"[257, 266, 279, 280]",0.1,0.9
19,"[242, 248, 250, 253]",0.2,0.8
20,"[244, 246, 256, 271]",0.45,0.55
21,"[254, 257, 279, 280]",0.2,0.8
22,"[241, 247, 248, 266]",0.1,0.9
23,"[249, 253, 267, 274]",0.35,0.65
24,"[242, 244, 279, 280]",0.25,0.75
25,"[247, 248, 256, 266]",0.1,0.9
26,"[249, 255, 271, 274]",0.2,0.8
27,"[241, 250, 253, 257]",0.35,0.65
28,"[244, 248, 266, 280]",0.1,0.9
29,"[242, 246, 249, 271]",0.35,0.65
30,"[247, 254, 256, 279]",0.25,0.75
31,"[248, 250, 253, 280]",0.2,0.8
32,"[241, 244, 249, 274]",0.3,0.7
33,"[257, 266, 279, 280]",0.15,0.85
34,"[242, 248, 262, 266]",0.15,0.85
35,"[249, 253, 267, 274]",0.45,0.55
36,"[244, 257, 279, 280]",0.2,0.8
37,"[241, 247, 248, 266]",0.1,0.9
38,"[246, 249, 255, 271]",0.25,0.75
39,"[242, 250, 253, 254]",0.35,0.65
40,"[244, 248, 256, 266]",0.15,0.85
