round,maintained_units,avg_risk,avg_survival_prob
1,"[243, 252, 253, 267]",0.0,1.0
2,"[244, 245, 246, 255]",0.25,0.75
3,"[241, 245, 264, 280]",0.15,0.85
4,"[252, 256, 271, 278]",0.2,0.8
5,"[244, 253, 255, 267]",0.25,0.75
6,"[243, 245, 246, 269]",0.15,0.85
7,"[248, 252, 253, 270]",0.15,0.85
8,"[244, 262, 271, 280]",0.45,0.55
9,"[243, 253, 264, 267]",0.1,0.9
10,"[245, 246, 252, 278]",0.15,0.85
11,"[244, 248, 249, 255]",0.2,0.8
12,"[256, 269, 270, 271]",0.2,0.8
13,"[252, 262, 267, 280]",0.3,0.7
14,"[243, 244, 246, 255]",0.25,0.75
15,"[243, 248, 253, 264]",0.1,0.9
16,"[252, 271, 278, 279]",0.25,0.75
17,"[244, 255, 267, 270]",0.25,0.75
18,"[246, 262, 269, 280]",0.25,0.75
19,"[243, 248, 252, 253]",0.15,0.85
20,"[244, 255, 256, 271]",0.25,0.75
21,"[243, 253, 264, 267]",0.1,0.9
22,"[246, 252, 270, 278]",0.2,0.8
23,"[249, 255, 262, 280]",0.35,0.65
24,"[256, 269, 271, 279]",0.2,0.8
25,"[243, 252, 253, 267]",0.15,0.85
26,"[244, 246, 249, 255]",0.2,0.8
27,"[248, 253, 264, 270]",0.15,0.85
28,"[252, 271, 278, 280]",0.35,0.65
29,"[244, 249, 255, 267]",0.2,0.8
30,"[243, 245, 246, 269]",0.15,0.85
31,"[243, 248, 252, 253]",0.15,0.85
32,"[244, 249, 255, 271]",0.35,0.65
33,"[262, 264, 267, 280]",0.3,0.7
34,"[245, 246, 252, 278]",0.15,0.85
35,"[244, 248, 253, 255]",0.25,0.75
36,"[243, 256, 269, 271]",0.2,0.8
37,"[252, 253, 267, 270]",0.15,0.85
38,"[246, 249, 262, 280]",0.35,0.65
39,"[243, 248, 253, 264]",0.1,0.9
40,"[252, 256, 271, 278]",0.2,0.8
