round,maintained_units,avg_risk,avg_survival_prob
1,"[243, 252, 264, 278]",0.0,1.0
2,"[241, 261, 263, 275]",0.3,0.7
3,"[254, 255, 267, 280]",0.25,0.75
4,"[246, 250, 257, 278]",0.25,0.75
5,"[252, 261, 264, 269]",0.2,0.8
6,"[243, 255, 263, 270]",0.25,0.75
7,"[245, 254, 258, 278]",0.25,0.75
8,"[250, 257, 261, 269]",0.2,0.8
9,"[252, 255, 264, 280]",0.2,0.8
10,"[241, 246, 263, 278]",0.3,0.7
11,"[243, 245, 254, 261]",0.25,0.75
12,"[250, 255, 257, 275]",0.2,0.8
13,"[243, 252, 264, 278]",0.15,0.85
14,"[241, 261, 263, 270]",0.25,0.75
15,"[245, 254, 255, 280]",0.2,0.8
16,"[246, 250, 257, 278]",0.25,0.75
17,"[258, 261, 264, 275]",0.3,0.7
18,"[243, 255, 263, 270]",0.25,0.75
19,"[245, 252, 254, 278]",0.15,0.85
20,"[250, 257, 261, 269]",0.2,0.8
21,"[255, 264, 278, 280]",0.15,0.85
22,"[241, 246, 263, 275]",0.3,0.7
23,"[243, 245, 254, 261]",0.3,0.7
24,"[250, 255, 257, 278]",0.2,0.8
25,"[243, 252, 264, 278]",0.05,0.95
26,"[241, 261, 263, 270]",0.25,0.75
27,"[254, 255, 258, 275]",0.3,0.7
28,"[246, 250, 257, 278]",0.25,0.75
29,"[252, 261, 264, 269]",0.2,0.8
30,"[243, 255, 263, 270]",0.25,0.75
31,"[245, 252, 254, 278]",0.15,0.85
32,"[250, 257, 261, 275]",0.25,0.75
33,"[255, 264, 278, 280]",0.15,0.85
34,"[241, 246, 263, 270]",0.25,0.75
35,"[243, 245, 254, 261]",0.3,0.7
36,"[250, 255, 257, 278]",0.2,0.8
37,"[246, 258, 264, 275]",0.15,0.85
38,"[241, 261, 263, 270]",0.25,0.75
39,"[254, 255, 278, 280]",0.3,0.7
40,"[243, 250, 257, 272]",0.2,0.8
