round,maintained_units,avg_risk,avg_survival_prob
1,"[254, 259, 268, 278]",0.0,1.0
2,"[241, 252, 263, 274]",0.2,0.8
3,"[260, 261, 262, 269]",0.25,0.75
4,"[241, 268, 277, 278]",0.1,0.9
5,"[241, 254, 265, 268]",0.1,0.9
6,"[246, 261, 263, 280]",0.35,0.65
7,"[257, 259, 260, 274]",0.25,0.75
8,"[262, 266, 268, 277]",0.15,0.85
9,"[241, 254, 261, 269]",0.25,0.75
10,"[252, 263, 268, 278]",0.15,0.85
11,"[241, 257, 260, 268]",0.1,0.9
12,"[261, 265, 274, 280]",0.35,0.65
13,"[254, 259, 266, 278]",0.25,0.75
14,"[241, 252, 263, 268]",0.1,0.9
15,"[251, 257, 258, 269]",0.3,0.7
16,"[241, 268, 277, 278]",0.1,0.9
17,"[254, 268, 274, 278]",0.1,0.9
18,"[261, 263, 266, 280]",0.4,0.6
19,"[257, 259, 260, 265]",0.2,0.8
20,"[241, 268, 277, 278]",0.15,0.85
21,"[251, 254, 261, 269]",0.2,0.8
22,"[252, 263, 268, 274]",0.15,0.85
23,"[257, 260, 262, 266]",0.25,0.75
24,"[241, 246, 277, 280]",0.35,0.65
25,"[254, 258, 259, 268]",0.15,0.85
26,"[252, 263, 265, 278]",0.2,0.8
27,"[251, 257, 261, 269]",0.3,0.7
28,"[241, 262, 266, 277]",0.2,0.8
29,"[254, 259, 268, 278]",0.1,0.9
30,"[246, 261, 263, 280]",0.3,0.7
31,"[241, 257, 260, 268]",0.1,0.9
32,"[268, 274, 277, 278]",0.15,0.85
33,"[254, 261, 266, 269]",0.35,0.65
34,"[252, 258, 263, 268]",0.15,0.85
35,"[257, 259, 260, 278]",0.25,0.75
36,"[246, 261, 277, 280]",0.25,0.75
37,"[254, 268, 274, 278]",0.1,0.9
38,"[252, 262, 263, 266]",0.2,0.8
39,"[251, 257, 261, 269]",0.3,0.7
40,"[265, 268, 277, 278]",0.15,0.85
