round,maintained_units,avg_risk,avg_survival_prob
1,"[252, 254, 257, 270]",0.0,1.0
2,"[248, 266, 267, 278]",0.15,0.85
3,"[241, 253, 256, 277]",0.25,0.75
4,"[252, 257, 260, 267]",0.15,0.85
5,"[243, 264, 275, 276]",0.25,0.75
6,"[248, 261, 266, 270]",0.25,0.75
7,"[252, 256, 257, 277]",0.3,0.7
8,"[241, 267, 270, 278]",0.15,0.85
9,"[252, 254, 261, 270]",0.1,0.9
10,"[243, 257, 260, 276]",0.3,0.7
11,"[253, 256, 271, 275]",0.3,0.7
12,"[252, 261, 267, 269]",0.2,0.8
13,"[241, 252, 254, 257]",0.15,0.85
14,"[248, 266, 270, 278]",0.2,0.8
15,"[243, 253, 256, 271]",0.35,0.65
16,"[252, 257, 260, 267]",0.2,0.8
17,"[252, 254, 264, 275]",0.15,0.85
18,"[241, 248, 261, 269]",0.25,0.75
19,"[253, 257, 270, 271]",0.3,0.7
20,"[243, 252, 267, 276]",0.25,0.75
21,"[252, 254, 261, 270]",0.1,0.9
22,"[248, 257, 260, 266]",0.2,0.8
23,"[253, 256, 271, 275]",0.35,0.65
24,"[252, 261, 267, 269]",0.2,0.8
25,"[243, 254, 257, 276]",0.2,0.8
26,"[248, 266, 270, 278]",0.2,0.8
27,"[252, 256, 261, 277]",0.3,0.7
28,"[241, 257, 260, 267]",0.2,0.8
29,"[252, 254, 264, 275]",0.15,0.85
30,"[243, 248, 261, 276]",0.3,0.7
31,"[253, 257, 270, 271]",0.3,0.7
32,"[252, 267, 271, 278]",0.15,0.85
33,"[241, 252, 254, 261]",0.15,0.85
34,"[248, 257, 260, 266]",0.2,0.8
35,"[243, 253, 256, 275]",0.35,0.65
36,"[252, 267, 270, 271]",0.3,0.7
37,"[252, 254, 257, 270]",0.1,0.9
38,"[241, 248, 266, 278]",0.2,0.8
39,"[253, 256, 261, 277]",0.2,0.8
40,"[243, 252, 260, 271]",0.35,0.65
