round,maintained_units,avg_risk,avg_survival_prob
1,"[262, 267, 271, 276]",0.0,1.0
2,"[242, 252, 257, 279]",0.25,0.75
3,"[263, 264, 274, 275]",0.25,0.75
4,"[241, 268, 271, 278]",0.1,0.9
5,"[245, 252, 257, 267]",0.25,0.75
6,"[242, 262, 274, 276]",0.15,0.85
7,"[241, 254, 263, 276]",0.1,0.9
8,"[252, 257, 268, 271]",0.25,0.75
9,"[264, 267, 274, 275]",0.2,0.8
10,"[242, 260, 278, 279]",0.25,0.75
11,"[252, 254, 257, 263]",0.3,0.7
12,"[241, 268, 271, 274]",0.2,0.8
13,"[262, 267, 271, 276]",0.05,0.95
14,"[242, 245, 252, 257]",0.2,0.8
15,"[254, 263, 264, 275]",0.3,0.7
16,"[241, 260, 268, 278]",0.15,0.85
17,"[252, 257, 267, 271]",0.25,0.75
18,"[242, 262, 274, 279]",0.2,0.8
19,"[241, 254, 263, 276]",0.1,0.9
20,"[245, 252, 257, 268]",0.25,0.75
21,"[264, 267, 271, 275]",0.25,0.75
22,"[242, 260, 276, 278]",0.15,0.85
23,"[252, 254, 257, 263]",0.3,0.7
24,"[241, 262, 268, 274]",0.15,0.85
25,"[250, 267, 271, 276]",0.15,0.85
26,"[242, 252, 257, 279]",0.25,0.75
27,"[263, 264, 274, 275]",0.25,0.75
28,"[241, 260, 268, 278]",0.15,0.85
29,"[252, 257, 267, 271]",0.3,0.7
30,"[242, 250, 274, 276]",0.15,0.85
31,"[241, 254, 263, 276]",0.1,0.9
32,"[245, 252, 257, 268]",0.2,0.8
33,"[264, 267, 271, 275]",0.25,0.75
34,"[242, 260, 278, 279]",0.25,0.75
35,"[252, 254, 257, 263]",0.3,0.7
36,"[241, 262, 268, 274]",0.15,0.85
37,"[262, 267, 271, 276]",0.1,0.9
38,"[242, 245, 252, 257]",0.2,0.8
39,"[263, 264, 274, 275]",0.25,0.75
40,"[250, 260, 268, 278]",0.2,0.8
