round,maintained_units,avg_risk,avg_survival_prob
1,"[246, 262, 265, 277]",0.0,1.0
2,"[255, 264, 273, 274]",0.25,0.75
3,"[242, 251, 271, 280]",0.25,0.75
4,"[246, 247, 255, 265]",0.05,0.95
5,"[241, 263, 269, 273]",0.35,0.65
6,"[243, 264, 271, 280]",0.25,0.75
7,"[246, 255, 265, 278]",0.1,0.9
8,"[242, 262, 273, 274]",0.25,0.75
9,"[247, 259, 271, 280]",0.3,0.7
10,"[241, 255, 260, 264]",0.2,0.8
11,"[263, 269, 273, 278]",0.25,0.75
12,"[246, 251, 271, 280]",0.15,0.85
13,"[242, 243, 255, 277]",0.2,0.8
14,"[247, 264, 273, 274]",0.25,0.75
15,"[241, 260, 262, 280]",0.35,0.65
16,"[246, 255, 265, 277]",0.1,0.9
17,"[263, 269, 273, 274]",0.2,0.8
18,"[251, 264, 271, 280]",0.3,0.7
19,"[246, 247, 255, 278]",0.15,0.85
20,"[241, 260, 269, 273]",0.35,0.65
21,"[246, 251, 271, 280]",0.15,0.85
22,"[255, 262, 264, 277]",0.15,0.85
23,"[242, 263, 269, 273]",0.3,0.7
24,"[247, 251, 271, 280]",0.2,0.8
25,"[241, 255, 260, 265]",0.2,0.8
26,"[264, 269, 273, 274]",0.25,0.75
27,"[251, 259, 271, 280]",0.3,0.7
28,"[242, 255, 265, 277]",0.1,0.9
29,"[247, 262, 263, 269]",0.3,0.7
30,"[246, 260, 271, 280]",0.35,0.65
31,"[246, 255, 265, 278]",0.1,0.9
32,"[269, 273, 274, 277]",0.2,0.8
33,"[242, 251, 271, 280]",0.2,0.8
34,"[243, 247, 255, 264]",0.2,0.8
35,"[241, 263, 269, 273]",0.35,0.65
36,"[259, 262, 271, 280]",0.3,0.7
37,"[246, 255, 265, 277]",0.05,0.95
38,"[264, 269, 273, 274]",0.25,0.75
39,"[247, 251, 271, 280]",0.25,0.75
40,"[241, 246, 255, 260]",0.15,0.85
