round,maintained_units,avg_risk,avg_survival_prob
1,"[248, 261, 270, 275]",0.0,1.0
2,"[249, 263, 272, 280]",0.4,0.6
3,"[255, 257, 271, 277]",0.2,0.8
4,"[260, 261, 266, 278]",0.2,0.8
5,"[248, 251, 275, 280]",0.35,0.65
6,"[255, 257, 271, 272]",0.25,0.75
7,"[248, 261, 266, 277]",0.1,0.9
8,"[251, 263, 265, 280]",0.4,0.6
9,"[257, 260, 271, 275]",0.3,0.7
10,"[248, 253, 261, 272]",0.15,0.85
11,"[251, 269, 277, 280]",0.3,0.7
12,"[257, 266, 271, 278]",0.25,0.75
13,"[248, 261, 270, 275]",0.1,0.9
14,"[249, 263, 272, 280]",0.45,0.55
15,"[255, 257, 271, 277]",0.2,0.8
16,"[248, 261, 266, 278]",0.1,0.9
17,"[251, 265, 275, 280]",0.35,0.65
18,"[255, 257, 271, 272]",0.25,0.75
19,"[248, 260, 261, 277]",0.15,0.85
20,"[251, 263, 269, 280]",0.35,0.65
21,"[257, 266, 271, 275]",0.3,0.7
22,"[248, 253, 261, 272]",0.15,0.85
23,"[251, 269, 277, 280]",0.3,0.7
24,"[257, 260, 271, 278]",0.25,0.75
25,"[248, 261, 270, 275]",0.1,0.9
26,"[249, 263, 265, 280]",0.5,0.5
27,"[255, 257, 271, 277]",0.2,0.8
28,"[248, 261, 266, 278]",0.1,0.9
29,"[251, 260, 275, 280]",0.35,0.65
30,"[255, 257, 271, 272]",0.25,0.75
31,"[248, 261, 266, 277]",0.1,0.9
32,"[251, 263, 269, 280]",0.35,0.65
33,"[255, 257, 271, 275]",0.25,0.75
34,"[253, 260, 261, 272]",0.2,0.8
35,"[248, 251, 269, 279]",0.4,0.6
36,"[257, 266, 271, 278]",0.25,0.75
37,"[248, 261, 270, 275]",0.1,0.9
38,"[249, 263, 272, 280]",0.4,0.6
39,"[257, 260, 271, 277]",0.25,0.75
40,"[248, 261, 266, 278]",0.1,0.9
