section,group,num_runs,rmse_mean,rmse_std,mae_mean,mae_std,nasa_mean,nasa_std,best_rmse,best_seed,best_run_dir,best_linex_a,val_rmse_mean,val_rmse_std,pred_std_mean_mean,pred_std_mean_std,pred_std_std_mean,pred_std_std_std,abs_err_mean_mean,abs_err_mean_std,pearson_unc_abs_err_mean,pearson_unc_abs_err_std,spearman_unc_abs_err_mean,spearman_unc_abs_err_std,ece_abs_err_vs_unc_mean,ece_abs_err_vs_unc_std,top_bottom_error_ratio_mean,top_bottom_error_ratio_std,coverage_1sigma_mean,coverage_1sigma_std,coverage_2sigma_mean,coverage_2sigma_std,num_samples_mean,num_samples_std,mean_error_mean,mean_error_std,mean_abs_error_mean,mean_abs_error_std,median_abs_error_mean,median_abs_error_std,overestimate_rate_mean,overestimate_rate_std,underestimate_rate_mean,underestimate_rate_std,p_abs_error_gt_moderate_mean,p_abs_error_gt_moderate_std,p_abs_error_gt_severe_mean,p_abs_error_gt_severe_std,p_overestimate_gt_moderate_mean,p_overestimate_gt_moderate_std,p_underestimate_lt_neg_moderate_mean,p_underestimate_lt_neg_moderate_std,p_overestimate_gt_severe_mean,p_overestimate_gt_severe_std,p_underestimate_lt_neg_severe_mean,p_underestimate_lt_neg_severe_std,danger_threshold_mean,danger_threshold_std,danger_num_samples_mean,danger_num_samples_std,safe_num_samples_mean,safe_num_samples_std,danger_rmse_mean,danger_rmse_std,danger_mae_mean,danger_mae_std,danger_nasa_mean,danger_nasa_std,danger_mean_error_mean,danger_mean_error_std,danger_mean_abs_error_mean,danger_mean_abs_error_std,danger_median_abs_error_mean,danger_median_abs_error_std,danger_overestimate_rate_mean,danger_overestimate_rate_std,danger_underestimate_rate_mean,danger_underestimate_rate_std,danger_p_abs_error_gt_moderate_mean,danger_p_abs_error_gt_moderate_std,danger_p_abs_error_gt_severe_mean,danger_p_abs_error_gt_severe_std,danger_p_overestimate_gt_moderate_mean,danger_p_overestimate_gt_moderate_std,danger_p_underestimate_lt_neg_moderate_mean,danger_p_underestimate_lt_neg_moderate_std,danger_p_overestimate_gt_severe_mean,danger_p_overestimate_gt_severe_std,danger_p_underestimate_lt_neg_severe_mean,danger_p_underestimate_lt_neg_severe_std,safe_rmse_mean,safe_rmse_std,safe_mae_mean,safe_mae_std,safe_nasa_mean,safe_nasa_std,safe_mean_error_mean,safe_mean_error_std,safe_mean_abs_error_mean,safe_mean_abs_error_std,safe_median_abs_error_mean,safe_median_abs_error_std,safe_overestimate_rate_mean,safe_overestimate_rate_std,safe_underestimate_rate_mean,safe_underestimate_rate_std,safe_p_abs_error_gt_moderate_mean,safe_p_abs_error_gt_moderate_std,safe_p_abs_error_gt_severe_mean,safe_p_abs_error_gt_severe_std,safe_p_overestimate_gt_moderate_mean,safe_p_overestimate_gt_moderate_std,safe_p_underestimate_lt_neg_moderate_mean,safe_p_underestimate_lt_neg_moderate_std,safe_p_overestimate_gt_severe_mean,safe_p_overestimate_gt_severe_std,safe_p_underestimate_lt_neg_severe_mean,safe_p_underestimate_lt_neg_severe_std,num_thresholds,best_threshold,best_total_cost_mean,best_total_cost_std,best_failure_event_mean,best_failure_event_std,best_unnecessary_maintenance_mean,best_unnecessary_maintenance_std,best_preventive_action_mean,best_preventive_action_std,best_protected_danger_mean,best_protected_danger_std,best_early_lead_mean,best_early_lead_std
group_comparison,G4,5.0,14.782587377443736,0.3776201091157413,10.88734461402893,0.2786912146964044,376.8905928182849,59.917481530034166,14.167943213746906,21.0,seed_21_a_0.04,0.04,13.996002387051718,0.4529631191838543,10.776022720336917,0.5616948673814921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_comparison,G3,5.0,15.021551727155057,0.8197446387974456,10.61856852531433,0.7486478125210936,518.3083839131716,113.23651689225416,13.747908981633728,7.0,seed_7_a_0.04,0.04,11.596618353453556,0.3861521430162808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_comparison,G2,5.0,15.4511931184719,0.9690686266799606,11.214050487518312,0.7082431548753141,526.9067998382136,209.9057059988899,14.569152756664046,7.0,seed_7,,13.241462016460556,0.5208352036626573,13.210736274719238,0.3618639842217154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_comparison,G1,5.0,15.934514356008734,0.852837093205179,11.620792460441589,0.6402387084925041,509.16269159641433,159.17635391013755,14.863513172073644,21.0,seed_21,,11.754117131079356,1.0105286173860528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round3_summary,G2,5.0,15.4511931184719,0.9690686266799617,11.214050487518312,0.7082431548753141,526.9067998382137,209.90570599888994,,,,,,,13.210735326766969,0.3618639713553709,7.671228508149705,0.25780598801990573,11.214050487518312,0.7082431548753141,0.3447138281650467,0.07688991107356548,0.43965436543654357,0.06600006443921937,4.487722009658814,0.6316409109060458,3.685583303797427,0.52091405062865,0.636,0.025768197453450273,0.8640000000000001,0.008000000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round3_summary,G4,5.0,14.782587377443736,0.3776201091157418,10.88734461402893,0.27869121469640445,376.890592818285,59.91748153003418,,,,,,,10.776022949695587,0.5616945584564458,6.261771498493525,0.44097552609677826,10.88734461402893,0.27869121469640445,0.2690108953449505,0.035527612183405936,0.32427002700270025,0.062052371305953896,4.208518947124481,0.48225121817241673,2.7199994766973203,0.3458606739072228,0.548,0.02135415650406262,0.8,0.010954451150103291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round4_summary,G1,5.0,15.934514356008734,0.852837093205178,11.620792460441589,0.6402387084925041,509.16269159641416,159.1763539101375,14.863513172073645,,seed_21,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,-0.06179456996917745,3.6083951991292524,11.620792460441589,0.6402387084925041,8.046261405944826,1.2463333786160977,0.5359999999999999,0.07578918128598565,0.4640000000000001,0.07578918128598569,0.6439999999999999,0.031368774282716234,0.43800000000000006,0.0523067873224881,0.33799999999999997,0.06764613810115104,0.30599999999999994,0.07709734106958552,0.22799999999999998,0.057758116312774596,0.21000000000000002,0.09380831519646861,20.0,0.0,16.0,0.0,84.0,0.0,4.092969478118027,0.9562911214381479,3.153460663557053,0.5963853378753918,6.662601597802532,2.0100281050746163,2.0044921934604645,1.416249078710625,3.153460663557053,0.5963853378753918,2.4041356086730956,0.5227719667637992,0.7,0.14469796128487783,0.3,0.14469796128487783,0.1875,0.08838834764831845,0.0375,0.049999999999999996,0.1875,0.08838834764831845,0.0,0.0,0.0375,0.049999999999999996,0.0,0.0,17.288268702037993,0.9427789548708052,13.233617564610071,0.7346549202818455,502.50008999861166,160.5703423875638,-0.45537300109863327,4.371042560762804,13.233617564610071,0.7346549202818455,10.316112709045413,0.7922175631208296,0.5047619047619046,0.0847164136888438,0.49523809523809526,0.08471641368884378,0.730952380952381,0.02208004403689454,0.5142857142857143,0.055020095277577834,0.36666666666666664,0.08696182079880797,0.36428571428571427,0.09178254889236373,0.2642857142857143,0.06875966227711262,0.25,0.11167656571008165,,,,,,,,,,,,,,
round4_summary,G2,5.0,15.4511931184719,0.9690686266799617,11.214050487518312,0.7082431548753141,526.9067998382137,209.90570599888994,14.569152756664046,,seed_7,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,-0.31819333839416497,2.235235680263653,11.214050487518312,0.7082431548753141,8.025370597839355,0.6546110714210859,0.5280000000000001,0.045343136195018556,0.472,0.045343136195018556,0.642,0.03370459909270543,0.414,0.03498571136907181,0.32400000000000007,0.039799497484264805,0.318,0.04995998398718718,0.20800000000000002,0.03919183588453085,0.20600000000000002,0.05425863986500213,20.0,0.0,16.0,0.0,84.0,0.0,3.6503300942606045,0.6084420692256275,2.7488149404525757,0.435441053632526,5.633479223363556,1.2676232203313127,2.022280728816986,0.8244284808336595,2.7488149404525757,0.435441053632526,2.0362083435058596,0.4014204044692552,0.7625,0.10752906583803283,0.2375,0.10752906583803283,0.1875,0.06846531968814576,0.0125,0.025,0.1875,0.06846531968814576,0.0,0.0,0.0125,0.025,0.0,0.0,16.78070240960293,1.063455350682943,12.82647630600702,0.8166711564958723,521.2733206148501,210.41084638072704,-0.7639979226248602,2.6487906650311257,12.82647630600702,0.8166711564958723,10.146102714538575,1.1133194091709935,0.4833333333333333,0.0442882743755673,0.5166666666666667,0.044288274375567316,0.7285714285714286,0.0285714285714286,0.4904761904761905,0.04219058368254607,0.35,0.04492371967646001,0.37857142857142856,0.05947617141331807,0.24523809523809526,0.04298921448873283,0.2452380952380952,0.06459361888690732,,,,,,,,,,,,,,
round4_summary,G3,5.0,15.021551727155053,0.8197446387974467,10.61856852531433,0.7486478125210936,518.3083839131717,113.23651689225429,13.747908981633724,,seed_7_a_0.04,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.1151585216522215,0.6953489312565487,10.61856852531433,0.7486478125210936,7.061423492431638,1.207300968584964,0.546,0.05642694391866354,0.454,0.05642694391866355,0.592,0.05564171097297423,0.398,0.045343136195018535,0.33199999999999996,0.03969886648255841,0.26,0.02449489742783178,0.23199999999999998,0.01939071942966531,0.16599999999999998,0.034985711369071804,20.0,0.0,16.0,0.0,84.0,0.0,4.035866442152365,0.9674129935547109,2.8292840719223022,0.8423609915306366,6.279755472382691,2.493214190745512,2.099176120758057,1.38500432453928,2.8292840719223022,0.8423609915306366,1.885433292388916,0.9046491373396283,0.7375,0.19921721813136534,0.2625,0.19921721813136534,0.1625,0.1159202311936963,0.05,0.025,0.1625,0.1159202311936963,0.0,0.0,0.05,0.025,0.0,0.0,16.28914315139196,0.9002285164258511,12.10224175453186,0.9017815257906782,512.0286284407891,113.46324314446761,0.9277265980130149,0.6751990659140612,12.10224175453186,0.9017815257906782,9.311734771728517,1.0455981280108222,0.5095238095238096,0.04012452272941124,0.4904761904761905,0.040124522729411215,0.6738095238095237,0.05714285714285712,0.46428571428571425,0.04994327848429295,0.36428571428571427,0.03158690276528952,0.30952380952380953,0.029160592175990215,0.2666666666666667,0.01934294858246657,0.19761904761904764,0.041649656391752145,,,,,,,,,,,,,,
round4_summary,G4,5.0,14.782587377443736,0.3776201091157418,10.88734461402893,0.27869121469640445,376.890592818285,59.91748153003418,14.167943213746906,,seed_21_a_0.04,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,-1.2883311939239506,1.2769120525776703,10.88734461402893,0.27869121469640445,8.131008338928222,0.5549188322127273,0.488,0.06177378084592199,0.5119999999999999,0.061773780845922006,0.6519999999999999,0.051146847410177686,0.43600000000000005,0.024166091947189144,0.296,0.06887670143089025,0.356,0.040298883359219766,0.186,0.03136877428271624,0.25,0.021908902300206656,20.0,0.0,16.0,0.0,84.0,0.0,3.9892870577821156,1.1116106757111406,2.9701035380363465,0.8492432616246377,6.31646318364678,2.527628975383236,1.760675585269928,1.2888635326099078,2.9701035380363465,0.8492432616246377,2.072586297988891,0.6999722620270868,0.6625,0.18791620472966136,0.3375,0.18791620472966136,0.1875,0.10458250331675945,0.025,0.05000000000000001,0.1625,0.1015504800579495,0.025,0.03061862178478973,0.025,0.05000000000000001,0.0,0.0,16.02751138936187,0.4130753886341238,12.395390533265614,0.30413101104057066,370.5741296346381,58.02068155437406,-1.8690943899608794,1.4195407229791084,12.395390533265614,0.30413101104057066,10.153488922119141,0.42717246651196084,0.45476190476190476,0.053979924041688734,0.5452380952380953,0.05397992404168874,0.7404761904761905,0.05704356452719497,0.5142857142857143,0.025421614885788833,0.3214285714285715,0.07715167498104597,0.41904761904761906,0.05073160893491076,0.21666666666666665,0.029546842014263944,0.2976190476190476,0.02608202654786505,,,,,,,,,,,,,,
