round,maintained_units,avg_risk,avg_survival_prob
1,"[252, 254, 257, 270]",0.0,1.0
2,"[248, 266, 267, 278]",0.15,0.85
3,"[253, 256, 260, 277]",0.45,0.55
4,"[252, 254, 257, 270]",0.05,0.95
5,"[248, 252, 267, 271]",0.1,0.9
6,"[261, 267, 269, 278]",0.15,0.85
7,"[253, 257, 264, 277]",0.3,0.7
8,"[241, 256, 260, 271]",0.3,0.7
9,"[248, 252, 261, 269]",0.15,0.85
10,"[254, 257, 270, 278]",0.1,0.9
11,"[253, 264, 271, 277]",0.25,0.75
12,"[248, 261, 266, 267]",0.25,0.75
13,"[243, 256, 257, 260]",0.25,0.75
14,"[252, 260, 271, 278]",0.15,0.85
15,"[253, 261, 275, 277]",0.35,0.65
16,"[248, 252, 257, 267]",0.1,0.9
17,"[252, 266, 267, 271]",0.1,0.9
18,"[256, 261, 270, 278]",0.3,0.7
19,"[253, 257, 260, 275]",0.35,0.65
20,"[243, 248, 252, 271]",0.15,0.85
21,"[252, 261, 267, 269]",0.1,0.9
22,"[254, 257, 266, 278]",0.15,0.85
23,"[253, 256, 271, 277]",0.4,0.6
24,"[248, 260, 261, 269]",0.2,0.8
25,"[252, 254, 257, 270]",0.05,0.95
26,"[267, 270, 271, 278]",0.1,0.9
27,"[243, 253, 275, 277]",0.45,0.55
28,"[241, 248, 256, 257]",0.2,0.8
29,"[252, 260, 267, 271]",0.1,0.9
30,"[261, 267, 269, 278]",0.15,0.85
31,"[253, 257, 264, 277]",0.3,0.7
32,"[248, 252, 266, 271]",0.15,0.85
33,"[241, 256, 261, 269]",0.2,0.8
34,"[243, 260, 270, 278]",0.25,0.75
35,"[253, 271, 275, 277]",0.3,0.7
36,"[248, 261, 267, 269]",0.2,0.8
37,"[252, 254, 257, 266]",0.15,0.85
38,"[241, 256, 271, 278]",0.2,0.8
39,"[253, 260, 275, 277]",0.4,0.6
40,"[248, 252, 257, 267]",0.1,0.9
