round,maintained_units,avg_risk,avg_survival_prob
1,"[242, 244, 266, 280]",0.0,1.0
2,"[246, 249, 255, 271]",0.3,0.7
3,"[248, 250, 253, 254]",0.3,0.7
4,"[242, 244, 266, 280]",0.05,0.95
5,"[249, 267, 271, 274]",0.35,0.65
6,"[248, 257, 262, 266]",0.15,0.85
7,"[241, 250, 253, 280]",0.2,0.8
8,"[244, 249, 271, 274]",0.25,0.75
9,"[242, 248, 257, 266]",0.15,0.85
10,"[247, 256, 266, 280]",0.15,0.85
11,"[246, 249, 255, 271]",0.4,0.6
12,"[241, 244, 254, 257]",0.25,0.75
13,"[248, 262, 266, 280]",0.15,0.85
14,"[242, 249, 271, 274]",0.25,0.75
15,"[250, 253, 256, 257]",0.25,0.75
16,"[244, 248, 266, 280]",0.15,0.85
17,"[241, 249, 267, 274]",0.3,0.7
18,"[242, 257, 266, 280]",0.05,0.95
19,"[248, 250, 253, 266]",0.15,0.85
20,"[244, 246, 256, 271]",0.45,0.55
21,"[254, 257, 266, 280]",0.15,0.85
22,"[241, 247, 248, 266]",0.1,0.9
23,"[242, 253, 267, 274]",0.4,0.6
24,"[244, 257, 266, 280]",0.15,0.85
25,"[247, 248, 256, 266]",0.1,0.9
26,"[249, 255, 271, 274]",0.2,0.8
27,"[241, 250, 253, 257]",0.3,0.7
28,"[242, 244, 248, 266]",0.15,0.85
29,"[246, 249, 255, 271]",0.3,0.7
30,"[254, 256, 257, 280]",0.25,0.75
31,"[248, 250, 253, 266]",0.15,0.85
32,"[241, 244, 249, 274]",0.3,0.7
33,"[242, 257, 266, 280]",0.15,0.85
34,"[247, 248, 262, 266]",0.1,0.9
35,"[249, 253, 267, 274]",0.4,0.6
36,"[244, 257, 266, 280]",0.15,0.85
37,"[241, 247, 248, 266]",0.1,0.9
38,"[242, 246, 249, 271]",0.3,0.7
39,"[250, 253, 254, 280]",0.25,0.75
40,"[244, 248, 256, 266]",0.15,0.85
