round,maintained_units,avg_risk,avg_survival_prob
1,"[251, 257, 265, 271]",0.0,1.0
2,"[244, 256, 267, 276]",0.2,0.8
3,"[242, 243, 246, 274]",0.35,0.65
4,"[257, 259, 260, 269]",0.3,0.7
5,"[244, 251, 265, 271]",0.15,0.85
6,"[251, 256, 267, 274]",0.15,0.85
7,"[248, 253, 257, 276]",0.3,0.7
8,"[243, 244, 271, 274]",0.1,0.9
9,"[250, 251, 265, 272]",0.15,0.85
10,"[257, 260, 267, 269]",0.3,0.7
11,"[244, 246, 248, 253]",0.3,0.7
12,"[251, 271, 274, 276]",0.1,0.9
13,"[243, 257, 265, 271]",0.15,0.85
14,"[244, 250, 256, 267]",0.2,0.8
15,"[246, 248, 253, 272]",0.3,0.7
16,"[257, 260, 264, 269]",0.2,0.8
17,"[244, 265, 271, 276]",0.2,0.8
18,"[243, 256, 267, 274]",0.2,0.8
19,"[246, 248, 253, 257]",0.3,0.7
20,"[244, 251, 271, 274]",0.05,0.95
21,"[251, 265, 272, 274]",0.1,0.9
22,"[256, 257, 260, 276]",0.35,0.65
23,"[242, 243, 244, 246]",0.3,0.7
24,"[250, 251, 271, 274]",0.15,0.85
25,"[251, 257, 265, 271]",0.1,0.9
26,"[244, 251, 256, 267]",0.15,0.85
27,"[242, 248, 253, 272]",0.35,0.65
28,"[243, 257, 260, 269]",0.25,0.75
29,"[244, 250, 265, 271]",0.2,0.8
30,"[251, 256, 267, 274]",0.15,0.85
31,"[246, 248, 253, 257]",0.25,0.75
32,"[244, 251, 274, 276]",0.1,0.9
33,"[243, 265, 271, 272]",0.2,0.8
34,"[256, 257, 260, 267]",0.35,0.65
35,"[244, 246, 248, 253]",0.3,0.7
36,"[251, 257, 265, 271]",0.0,1.0
37,"[251, 271, 274, 276]",0.05,0.95
38,"[243, 244, 256, 267]",0.2,0.8
39,"[248, 253, 257, 272]",0.35,0.65
40,"[260, 264, 265, 269]",0.25,0.75
