round,maintained_units,avg_risk,avg_survival_prob
1,"[262, 264, 267, 276]",0.0,1.0
2,"[245, 247, 253, 274]",0.4,0.6
3,"[249, 256, 271, 272]",0.2,0.8
4,"[262, 266, 276, 277]",0.1,0.9
5,"[257, 267, 274, 280]",0.25,0.75
6,"[242, 247, 249, 254]",0.25,0.75
7,"[256, 264, 271, 276]",0.15,0.85
8,"[257, 266, 274, 276]",0.15,0.85
9,"[249, 262, 267, 272]",0.2,0.8
10,"[242, 247, 253, 254]",0.25,0.75
11,"[256, 257, 271, 274]",0.2,0.8
12,"[249, 262, 266, 267]",0.1,0.9
13,"[262, 264, 267, 276]",0.05,0.95
14,"[242, 247, 253, 274]",0.3,0.7
15,"[249, 256, 272, 280]",0.25,0.75
16,"[262, 266, 267, 276]",0.05,0.95
17,"[257, 274, 276, 277]",0.1,0.9
18,"[242, 247, 249, 254]",0.25,0.75
19,"[256, 264, 271, 276]",0.15,0.85
20,"[266, 267, 274, 280]",0.25,0.75
21,"[249, 262, 267, 272]",0.15,0.85
22,"[242, 247, 253, 254]",0.2,0.8
23,"[256, 257, 271, 274]",0.2,0.8
24,"[249, 262, 266, 267]",0.1,0.9
25,"[264, 276, 277, 280]",0.1,0.9
26,"[242, 247, 253, 274]",0.3,0.7
27,"[249, 256, 271, 272]",0.2,0.8
28,"[262, 266, 267, 276]",0.1,0.9
29,"[257, 274, 276, 277]",0.1,0.9
30,"[242, 249, 254, 280]",0.3,0.7
31,"[256, 264, 271, 276]",0.15,0.85
32,"[257, 266, 267, 274]",0.2,0.8
33,"[249, 262, 267, 272]",0.15,0.85
34,"[242, 247, 253, 254]",0.2,0.8
35,"[256, 257, 274, 280]",0.25,0.75
36,"[249, 262, 266, 267]",0.1,0.9
37,"[262, 264, 267, 276]",0.05,0.95
38,"[242, 247, 253, 274]",0.3,0.7
39,"[249, 256, 271, 272]",0.2,0.8
40,"[266, 276, 277, 280]",0.1,0.9
