round,maintained_units,avg_risk,avg_survival_prob
1,"[241, 244, 249, 274]",0.001435989180721503,0.9985640108192785
2,"[246, 255, 271, 280]",0.20053242504362992,0.7994675749563701
3,"[242, 250, 257, 279]",0.36952961644045934,0.6304703835595407
4,"[249, 253, 254, 274]",0.2029036034423241,0.797096396557676
5,"[244, 255, 271, 280]",0.3497733926282383,0.6502266073717617
6,"[241, 257, 262, 279]",0.1979237375054411,0.802076262494559
7,"[248, 249, 250, 274]",0.20006847715901194,0.799931522840988
8,"[253, 255, 266, 271]",0.3028369914787057,0.6971630085212943
9,"[244, 249, 257, 279]",0.13861193798324517,0.8613880620167549
10,"[247, 248, 256, 274]",0.15099851942988565,0.8490014805701144
11,"[246, 255, 267, 271]",0.3463774004792845,0.6536225995207154
12,"[249, 253, 257, 279]",0.19145830634408184,0.8085416936559182
13,"[242, 244, 266, 274]",0.3129689551008397,0.6870310448991603
14,"[248, 255, 271, 280]",0.20000162795401985,0.7999983720459801
15,"[247, 249, 250, 257]",0.2712113005800268,0.7287886994199732
16,"[241, 253, 267, 274]",0.15407208854550497,0.845927911454495
17,"[244, 255, 271, 280]",0.21349505670227326,0.7865049432977267
18,"[242, 248, 249, 266]",0.2886013554718791,0.7113986445281208
19,"[246, 250, 253, 274]",0.10012297598602964,0.8998770240139704
20,"[247, 255, 271, 280]",0.285380830091818,0.7146191699081819
21,"[241, 244, 249, 257]",0.25327106184756787,0.7467289381524321
22,"[248, 254, 267, 274]",0.19965766763627132,0.8003423323637288
23,"[253, 255, 266, 271]",0.34988974395697775,0.6501102560430223
24,"[244, 249, 257, 279]",0.14145625768903547,0.8585437423109645
25,"[247, 248, 256, 274]",0.14614109691533123,0.8538589030846687
26,"[241, 255, 271, 280]",0.19648109528592905,0.803518904714071
27,"[249, 253, 257, 262]",0.29615391867206486,0.7038460813279352
28,"[244, 246, 266, 267]",0.3135407884636589,0.6864592115363412
29,"[248, 255, 271, 280]",0.20000162795265317,0.7999983720473468
30,"[247, 249, 257, 279]",0.22131424767243563,0.7786857523275643
31,"[250, 253, 254, 274]",0.24865299501008856,0.7513470049899114
32,"[244, 255, 271, 280]",0.21349505670327346,0.7865049432967266
33,"[242, 248, 249, 266]",0.293404550963987,0.7065954490360131
34,"[253, 262, 267, 274]",0.15011204661440944,0.8498879533855905
35,"[247, 255, 271, 280]",0.2853359984555087,0.7146640015444913
36,"[241, 244, 249, 257]",0.24852360800523288,0.7514763919947671
37,"[246, 248, 253, 274]",0.1501714049363525,0.8498285950636475
38,"[255, 266, 271, 280]",0.24999267169383094,0.750007328306169
39,"[249, 250, 257, 279]",0.196155777832205,0.803844222167795
40,"[244, 247, 267, 274]",0.29574069109327245,0.7042593089067275
