round,maintained_units,avg_risk,avg_survival_prob
1,"[243, 252, 264, 278]",0.0,1.0
2,"[258, 263, 275, 280]",0.35,0.65
3,"[255, 257, 270, 272]",0.25,0.75
4,"[246, 250, 264, 278]",0.05,0.95
5,"[254, 258, 261, 267]",0.3,0.7
6,"[252, 255, 257, 275]",0.2,0.8
7,"[241, 245, 272, 278]",0.15,0.85
8,"[250, 258, 263, 264]",0.4,0.6
9,"[246, 255, 257, 278]",0.1,0.9
10,"[243, 252, 264, 275]",0.05,0.95
11,"[258, 261, 267, 272]",0.4,0.6
12,"[241, 250, 255, 257]",0.2,0.8
13,"[243, 252, 264, 278]",0.05,0.95
14,"[254, 258, 263, 275]",0.35,0.65
15,"[245, 255, 257, 272]",0.2,0.8
16,"[246, 250, 264, 278]",0.05,0.95
17,"[258, 261, 267, 280]",0.3,0.7
18,"[252, 255, 257, 275]",0.2,0.8
19,"[245, 270, 272, 278]",0.15,0.85
20,"[250, 258, 263, 264]",0.4,0.6
21,"[246, 255, 257, 278]",0.1,0.9
22,"[241, 252, 264, 275]",0.1,0.9
23,"[254, 258, 267, 272]",0.4,0.6
24,"[250, 255, 257, 278]",0.15,0.85
25,"[243, 252, 264, 278]",0.0,1.0
26,"[258, 263, 275, 280]",0.3,0.7
27,"[255, 257, 270, 272]",0.3,0.7
28,"[246, 250, 264, 278]",0.05,0.95
29,"[258, 261, 267, 280]",0.25,0.75
30,"[252, 255, 257, 275]",0.2,0.8
31,"[245, 252, 272, 278]",0.1,0.9
32,"[250, 258, 263, 264]",0.5,0.5
33,"[246, 255, 257, 278]",0.1,0.9
34,"[243, 252, 264, 275]",0.05,0.95
35,"[258, 261, 267, 272]",0.4,0.6
36,"[250, 255, 257, 278]",0.15,0.85
37,"[241, 252, 264, 278]",0.05,0.95
38,"[258, 263, 275, 280]",0.3,0.7
39,"[245, 255, 257, 272]",0.2,0.8
40,"[246, 250, 264, 278]",0.05,0.95
