round,maintained_units,avg_risk,avg_survival_prob
1,"[264, 269, 275, 280]",0.0009304480788690173,0.9990695519211311
2,"[241, 258, 261, 263]",0.2260591179783428,0.7739408820216572
3,"[245, 255, 257, 272]",0.29153391097850956,0.7084660890214904
4,"[243, 250, 269, 280]",0.19600668381110536,0.8039933161888946
5,"[254, 258, 264, 267]",0.2738322937346038,0.7261677062653962
6,"[246, 255, 257, 272]",0.15282998848874096,0.847170011511259
7,"[245, 252, 278, 280]",0.2908999671274265,0.7091000328725735
8,"[250, 258, 261, 263]",0.17539521781156095,0.824604782188439
9,"[255, 257, 264, 275]",0.2015391720255339,0.798460827974466
10,"[267, 269, 272, 280]",0.14318033898774535,0.8568196610122547
11,"[243, 245, 258, 270]",0.27479189758330574,0.7252081024166943
12,"[250, 252, 255, 257]",0.24852729172694094,0.7514727082730591
13,"[264, 269, 275, 280]",0.19456134815658713,0.8054386518434129
14,"[254, 258, 263, 272]",0.21706945560168375,0.7829305443983162
15,"[245, 246, 255, 257]",0.24981627652388355,0.7501837234761164
16,"[250, 267, 269, 280]",0.19346270985779485,0.8065372901422052
17,"[252, 258, 264, 275]",0.27467444411280484,0.7253255558871952
18,"[243, 255, 257, 272]",0.20008764229805695,0.799912357701943
19,"[245, 270, 278, 280]",0.24276426928248443,0.7572357307175155
20,"[250, 258, 261, 263]",0.1753952178115942,0.8246047821884058
21,"[255, 257, 264, 275]",0.20165953589630053,0.7983404641036995
22,"[252, 267, 272, 280]",0.29119365318935564,0.7088063468106444
23,"[245, 254, 258, 278]",0.21677378395004943,0.7832262160499506
24,"[246, 250, 255, 257]",0.20039466160172642,0.7996053383982735
25,"[243, 264, 275, 280]",0.24456134815477465,0.7554386518452254
26,"[258, 261, 263, 272]",0.17513744672800133,0.8248625532719986
27,"[245, 252, 255, 257]",0.3479472294307612,0.6520527705692388
28,"[250, 267, 269, 280]",0.19341415688839708,0.8065858431116031
29,"[258, 261, 264, 275]",0.17654042348597698,0.8234595765140231
30,"[255, 257, 272, 280]",0.15004013727404622,0.8499598627259537
31,"[245, 252, 269, 278]",0.14281595352860194,0.8571840464713981
32,"[243, 250, 258, 263]",0.3155967407244049,0.6844032592755951
33,"[246, 255, 257, 264]",0.30157078870234233,0.6984292112976576
34,"[267, 269, 270, 272]",0.14310789639042826,0.8568921036095716
35,"[245, 258, 261, 278]",0.17483440071819495,0.825165599281805
36,"[252, 255, 257, 280]",0.2503537721301844,0.7496462278698156
37,"[241, 264, 269, 275]",0.19269473708543733,0.8073052629145627
38,"[258, 261, 263, 272]",0.1750822146550663,0.8249177853449335
39,"[243, 245, 255, 257]",0.29977608229913155,0.7002239177008684
40,"[250, 264, 267, 269]",0.14346277341105637,0.8565372265889437
