round,maintained_units,avg_risk,avg_survival_prob
1,"[241, 257, 258, 268]",0.05,0.95
2,"[245, 246, 265, 274]",0.3,0.7
3,"[255, 261, 268, 275]",0.15,0.85
4,"[248, 257, 279, 280]",0.3,0.7
5,"[241, 245, 249, 274]",0.15,0.85
6,"[242, 246, 255, 265]",0.3,0.7
7,"[257, 258, 268, 273]",0.15,0.85
8,"[245, 248, 249, 274]",0.3,0.7
9,"[255, 261, 275, 280]",0.2,0.8
10,"[241, 242, 246, 257]",0.25,0.75
11,"[245, 249, 268, 274]",0.25,0.75
12,"[248, 255, 258, 279]",0.35,0.65
13,"[241, 257, 258, 268]",0.05,0.95
14,"[245, 246, 265, 280]",0.35,0.65
15,"[255, 261, 268, 275]",0.15,0.85
16,"[248, 257, 273, 277]",0.25,0.75
17,"[245, 249, 272, 274]",0.2,0.8
18,"[241, 242, 246, 255]",0.35,0.65
19,"[257, 258, 268, 280]",0.15,0.85
20,"[245, 248, 249, 279]",0.35,0.65
21,"[255, 261, 268, 275]",0.15,0.85
22,"[242, 246, 257, 265]",0.2,0.8
23,"[241, 245, 249, 272]",0.25,0.75
24,"[248, 255, 258, 280]",0.35,0.65
25,"[257, 258, 268, 273]",0.15,0.85
26,"[245, 246, 265, 274]",0.3,0.7
27,"[255, 261, 268, 275]",0.15,0.85
28,"[241, 248, 257, 279]",0.3,0.7
29,"[245, 249, 272, 280]",0.25,0.75
30,"[242, 246, 255, 265]",0.3,0.7
31,"[241, 257, 258, 268]",0.1,0.9
32,"[245, 248, 249, 274]",0.3,0.7
33,"[255, 261, 268, 275]",0.15,0.85
34,"[242, 246, 257, 280]",0.3,0.7
35,"[245, 249, 272, 274]",0.2,0.8
36,"[241, 255, 258, 279]",0.4,0.6
37,"[241, 257, 258, 268]",0.1,0.9
38,"[245, 246, 265, 274]",0.3,0.7
39,"[255, 261, 275, 280]",0.2,0.8
40,"[248, 256, 257, 277]",0.2,0.8
