round,maintained_units,avg_risk,avg_survival_prob
1,"[251, 261, 263, 274]",0.0017510609598204274,0.9982489390401795
2,"[243, 260, 269, 278]",0.20485751851381745,0.7951424814861825
3,"[255, 264, 266, 273]",0.4377534015915643,0.5622465984084357
4,"[251, 261, 265, 274]",0.1782866014905924,0.8217133985094076
5,"[249, 269, 273, 280]",0.08703272695955434,0.9129672730404458
6,"[255, 268, 278, 279]",0.164142879622147,0.8358571203778531
7,"[260, 263, 264, 274]",0.37830885020904526,0.6216911497909546
8,"[249, 266, 273, 276]",0.28743590792008133,0.7125640920799187
9,"[243, 255, 268, 279]",0.15771979836093492,0.8422802016390651
10,"[251, 261, 274, 278]",0.18421125883292197,0.8157887411670781
11,"[248, 249, 264, 273]",0.3370099709438034,0.6629900290561966
12,"[255, 260, 265, 268]",0.177482725280373,0.822517274719627
13,"[251, 263, 266, 274]",0.22830468471104792,0.771695315288952
14,"[249, 273, 278, 280]",0.2429231387365483,0.7570768612634518
15,"[248, 255, 264, 268]",0.258866054151748,0.741133945848252
16,"[243, 251, 274, 276]",0.21586361438974827,0.7841363856102517
17,"[249, 260, 273, 280]",0.23701658260182504,0.762983417398175
18,"[255, 266, 268, 278]",0.21413470788854286,0.7858652921114573
19,"[248, 263, 264, 274]",0.32828991938025737,0.6717100806197427
20,"[249, 269, 273, 280]",0.20627113814334516,0.7937288618566548
21,"[255, 265, 268, 279]",0.1577279700189366,0.8422720299810635
22,"[251, 260, 274, 278]",0.23468420757723224,0.7653157924227678
23,"[243, 264, 266, 273]",0.4376898896478833,0.5623101103521166
24,"[255, 268, 276, 279]",0.14577889178756825,0.8542211082124318
25,"[251, 261, 263, 274]",0.17830468471129268,0.8216953152887074
26,"[249, 273, 278, 280]",0.24293131039463828,0.7570686896053618
27,"[248, 260, 264, 268]",0.30770504346479777,0.6922949565352022
28,"[251, 261, 266, 274]",0.17830277138371503,0.821697228616285
29,"[249, 269, 273, 280]",0.20674598978195205,0.793254010218048
30,"[243, 255, 265, 268]",0.26413470788878757,0.7358652921112123
31,"[248, 263, 264, 274]",0.328986181400475,0.6710138185995251
32,"[249, 260, 273, 280]",0.27456734062065113,0.7254326593793489
33,"[255, 266, 268, 279]",0.1577197983608128,0.8422802016391874
34,"[251, 261, 274, 278]",0.18421125883272205,0.815788741167278
35,"[248, 249, 264, 273]",0.3370017917356858,0.6629982082643142
36,"[255, 263, 268, 279]",0.10870731530661475,0.8912926846933853
37,"[243, 251, 260, 274]",0.22830471024662852,0.7716952897533714
38,"[249, 266, 273, 278]",0.31217963314247454,0.6878203668575255
39,"[248, 264, 265, 268]",0.3083931233921938,0.6916068766078062
40,"[251, 261, 274, 276]",0.16585544273360855,0.8341445572663915
