round,maintained_units,avg_risk,avg_survival_prob
1,"[262, 267, 271, 276]",0.0,1.0
2,"[242, 245, 275, 279]",0.3,0.7
3,"[252, 254, 260, 276]",0.15,0.85
4,"[241, 250, 251, 263]",0.2,0.8
5,"[242, 268, 274, 278]",0.2,0.8
6,"[245, 257, 264, 271]",0.25,0.75
7,"[252, 254, 260, 275]",0.2,0.8
8,"[242, 250, 263, 278]",0.25,0.75
9,"[262, 267, 271, 279]",0.05,0.95
10,"[245, 251, 257, 268]",0.3,0.7
11,"[242, 252, 254, 260]",0.25,0.75
12,"[250, 263, 275, 276]",0.25,0.75
13,"[262, 267, 271, 276]",0.0,1.0
14,"[242, 245, 257, 264]",0.25,0.75
15,"[252, 260, 268, 274]",0.25,0.75
16,"[250, 251, 263, 279]",0.25,0.75
17,"[242, 275, 276, 278]",0.15,0.85
18,"[245, 257, 264, 271]",0.25,0.75
19,"[252, 254, 260, 276]",0.15,0.85
20,"[242, 263, 268, 278]",0.35,0.65
21,"[262, 267, 271, 276]",0.0,1.0
22,"[245, 251, 257, 275]",0.25,0.75
23,"[242, 252, 254, 279]",0.3,0.7
24,"[241, 250, 263, 276]",0.15,0.85
25,"[262, 268, 271, 274]",0.1,0.9
26,"[242, 245, 257, 264]",0.25,0.75
27,"[252, 254, 260, 275]",0.2,0.8
28,"[241, 250, 251, 263]",0.2,0.8
29,"[241, 242, 276, 278]",0.1,0.9
30,"[245, 262, 268, 271]",0.4,0.6
31,"[252, 254, 260, 276]",0.15,0.85
32,"[242, 263, 275, 278]",0.25,0.75
33,"[241, 262, 271, 276]",0.05,0.95
34,"[245, 251, 257, 264]",0.2,0.8
35,"[242, 252, 254, 268]",0.35,0.65
36,"[241, 250, 263, 276]",0.1,0.9
37,"[241, 271, 275, 279]",0.1,0.9
38,"[242, 245, 257, 264]",0.3,0.7
39,"[252, 254, 260, 276]",0.15,0.85
40,"[250, 251, 263, 268]",0.25,0.75
