round,maintained_units,avg_risk,avg_survival_prob
1,"[243, 252, 264, 278]",0.0,1.0
2,"[254, 261, 263, 275]",0.3,0.7
3,"[255, 257, 267, 269]",0.25,0.75
4,"[252, 258, 272, 278]",0.15,0.85
5,"[246, 250, 261, 278]",0.1,0.9
6,"[243, 255, 257, 263]",0.25,0.75
7,"[264, 267, 270, 280]",0.25,0.75
8,"[252, 261, 264, 275]",0.1,0.9
9,"[246, 255, 257, 258]",0.2,0.8
10,"[250, 254, 263, 272]",0.2,0.8
11,"[243, 252, 261, 278]",0.25,0.75
12,"[255, 257, 270, 280]",0.2,0.8
13,"[246, 252, 264, 278]",0.05,0.95
14,"[254, 258, 263, 275]",0.25,0.75
15,"[250, 255, 257, 267]",0.2,0.8
16,"[243, 252, 272, 278]",0.15,0.85
17,"[246, 261, 270, 280]",0.2,0.8
18,"[254, 255, 257, 263]",0.2,0.8
19,"[252, 258, 264, 267]",0.2,0.8
20,"[246, 250, 261, 275]",0.15,0.85
21,"[243, 255, 257, 278]",0.15,0.85
22,"[254, 263, 272, 280]",0.3,0.7
23,"[252, 261, 264, 267]",0.1,0.9
24,"[246, 255, 257, 258]",0.2,0.8
25,"[246, 250, 264, 278]",0.05,0.95
26,"[243, 254, 263, 275]",0.3,0.7
27,"[255, 257, 267, 280]",0.25,0.75
28,"[252, 264, 272, 278]",0.05,0.95
29,"[246, 258, 261, 278]",0.15,0.85
30,"[250, 255, 257, 263]",0.25,0.75
31,"[243, 252, 264, 267]",0.15,0.85
32,"[261, 270, 275, 280]",0.2,0.8
33,"[246, 255, 257, 278]",0.15,0.85
34,"[254, 258, 263, 272]",0.25,0.75
35,"[246, 250, 261, 267]",0.15,0.85
36,"[243, 255, 257, 278]",0.15,0.85
37,"[252, 264, 270, 280]",0.2,0.8
38,"[254, 261, 263, 275]",0.2,0.8
39,"[255, 257, 258, 267]",0.25,0.75
40,"[250, 252, 272, 278]",0.15,0.85
