round,maintained_units,avg_risk,avg_survival_prob
1,"[241, 255, 268, 274]",0.0,1.0
2,"[246, 249, 257, 265]",0.25,0.75
3,"[258, 261, 268, 275]",0.1,0.9
4,"[248, 255, 279, 280]",0.35,0.65
5,"[245, 249, 257, 272]",0.2,0.8
6,"[241, 242, 246, 265]",0.25,0.75
7,"[255, 268, 273, 274]",0.2,0.8
8,"[248, 249, 257, 258]",0.35,0.65
9,"[261, 268, 275, 280]",0.15,0.85
10,"[242, 246, 255, 265]",0.25,0.75
11,"[241, 249, 257, 272]",0.25,0.75
12,"[248, 256, 261, 277]",0.2,0.8
13,"[255, 258, 268, 279]",0.25,0.75
14,"[245, 246, 257, 280]",0.35,0.65
15,"[258, 261, 268, 275]",0.1,0.9
16,"[241, 248, 255, 277]",0.35,0.65
17,"[245, 249, 257, 272]",0.2,0.8
18,"[242, 246, 261, 265]",0.2,0.8
19,"[255, 268, 274, 280]",0.2,0.8
20,"[248, 249, 257, 258]",0.35,0.65
21,"[241, 261, 268, 275]",0.15,0.85
22,"[242, 246, 255, 279]",0.3,0.7
23,"[245, 249, 257, 272]",0.2,0.8
24,"[248, 256, 277, 280]",0.25,0.75
25,"[255, 258, 268, 273]",0.25,0.75
26,"[241, 245, 246, 257]",0.35,0.65
27,"[258, 261, 268, 275]",0.1,0.9
28,"[248, 255, 274, 277]",0.25,0.75
29,"[249, 257, 272, 280]",0.25,0.75
30,"[242, 246, 261, 265]",0.2,0.8
31,"[241, 255, 268, 279]",0.25,0.75
32,"[248, 249, 257, 258]",0.35,0.65
33,"[258, 261, 268, 275]",0.1,0.9
34,"[242, 246, 255, 280]",0.35,0.65
35,"[245, 249, 257, 272]",0.2,0.8
36,"[241, 248, 256, 277]",0.25,0.75
37,"[241, 255, 268, 274]",0.15,0.85
38,"[245, 246, 257, 258]",0.35,0.65
39,"[261, 268, 275, 280]",0.15,0.85
40,"[248, 255, 277, 279]",0.3,0.7
