round,maintained_units,avg_risk,avg_survival_prob
1,"[241, 249, 251, 261]",0.0,1.0
2,"[249, 267, 270, 272]",0.1,0.9
3,"[242, 250, 260, 269]",0.4,0.6
4,"[256, 261, 262, 274]",0.25,0.75
5,"[241, 249, 265, 267]",0.15,0.85
6,"[242, 249, 269, 270]",0.15,0.85
7,"[250, 251, 260, 261]",0.3,0.7
8,"[256, 266, 267, 272]",0.2,0.8
9,"[242, 262, 269, 274]",0.3,0.7
10,"[241, 249, 261, 270]",0.1,0.9
11,"[250, 257, 260, 267]",0.25,0.75
12,"[242, 256, 265, 269]",0.25,0.75
13,"[249, 251, 261, 266]",0.15,0.85
14,"[262, 267, 270, 274]",0.35,0.65
15,"[242, 250, 260, 269]",0.3,0.7
16,"[249, 256, 261, 272]",0.1,0.9
17,"[249, 261, 267, 272]",0.05,0.95
18,"[242, 266, 269, 270]",0.25,0.75
19,"[251, 260, 262, 268]",0.45,0.55
20,"[249, 256, 261, 267]",0.15,0.85
21,"[242, 249, 269, 276]",0.15,0.85
22,"[241, 249, 261, 270]",0.1,0.9
23,"[250, 257, 260, 267]",0.35,0.65
24,"[242, 256, 262, 274]",0.3,0.7
25,"[241, 249, 251, 261]",0.1,0.9
26,"[249, 265, 267, 270]",0.15,0.85
27,"[242, 250, 260, 269]",0.3,0.7
28,"[249, 256, 261, 266]",0.15,0.85
29,"[262, 267, 268, 274]",0.3,0.7
30,"[242, 269, 270, 276]",0.2,0.8
31,"[250, 251, 260, 261]",0.3,0.7
32,"[249, 256, 267, 272]",0.1,0.9
33,"[242, 265, 266, 269]",0.25,0.75
34,"[261, 262, 268, 274]",0.25,0.75
35,"[250, 257, 260, 267]",0.25,0.75
36,"[242, 249, 256, 269]",0.15,0.85
37,"[241, 249, 251, 261]",0.15,0.85
38,"[266, 267, 270, 272]",0.2,0.8
39,"[257, 262, 269, 276]",0.5,0.5
40,"[249, 256, 261, 265]",0.15,0.85
