round,maintained_units,avg_risk,avg_survival_prob
1,"[250, 251, 274, 278]",0.0,1.0
2,"[260, 261, 263, 266]",0.3,0.7
3,"[249, 255, 264, 280]",0.2,0.8
4,"[248, 268, 269, 274]",0.2,0.8
5,"[251, 261, 276, 279]",0.1,0.9
6,"[249, 250, 263, 266]",0.3,0.7
7,"[243, 260, 273, 274]",0.25,0.75
8,"[248, 261, 268, 280]",0.2,0.8
9,"[249, 251, 255, 264]",0.15,0.85
10,"[263, 266, 269, 274]",0.3,0.7
11,"[250, 251, 261, 279]",0.1,0.9
12,"[248, 249, 260, 268]",0.3,0.7
13,"[251, 274, 278, 280]",0.15,0.85
14,"[261, 263, 265, 266]",0.2,0.8
15,"[249, 255, 264, 276]",0.2,0.8
16,"[250, 269, 273, 274]",0.3,0.7
17,"[243, 251, 260, 261]",0.15,0.85
18,"[249, 255, 263, 266]",0.3,0.7
19,"[251, 274, 278, 279]",0.15,0.85
20,"[248, 261, 268, 276]",0.2,0.8
21,"[249, 250, 255, 264]",0.2,0.8
22,"[260, 263, 269, 274]",0.35,0.65
23,"[251, 261, 279, 280]",0.1,0.9
24,"[248, 249, 255, 268]",0.2,0.8
25,"[273, 274, 276, 278]",0.2,0.8
26,"[250, 261, 263, 266]",0.25,0.75
27,"[243, 249, 260, 264]",0.25,0.75
28,"[248, 269, 274, 280]",0.25,0.75
29,"[251, 261, 274, 279]",0.05,0.95
30,"[249, 255, 263, 266]",0.3,0.7
31,"[250, 251, 274, 278]",0.1,0.9
32,"[243, 248, 260, 268]",0.25,0.75
33,"[249, 255, 264, 280]",0.2,0.8
34,"[263, 266, 269, 274]",0.3,0.7
35,"[251, 261, 276, 279]",0.1,0.9
36,"[248, 249, 250, 268]",0.25,0.75
37,"[243, 260, 274, 278]",0.2,0.8
38,"[261, 263, 265, 266]",0.25,0.75
39,"[249, 251, 255, 264]",0.15,0.85
40,"[248, 269, 274, 276]",0.25,0.75
