round,maintained_units,avg_risk,avg_survival_prob
1,"[241, 255, 268, 274]",0.0,1.0
2,"[246, 258, 275, 280]",0.35,0.65
3,"[242, 245, 248, 273]",0.3,0.7
4,"[255, 265, 268, 274]",0.2,0.8
5,"[249, 257, 258, 280]",0.25,0.75
6,"[241, 248, 273, 275]",0.2,0.8
7,"[245, 255, 268, 272]",0.3,0.7
8,"[242, 249, 258, 280]",0.25,0.75
9,"[248, 258, 268, 273]",0.1,0.9
10,"[255, 268, 274, 275]",0.15,0.85
11,"[241, 246, 257, 280]",0.4,0.6
12,"[248, 258, 268, 273]",0.15,0.85
13,"[242, 255, 265, 274]",0.2,0.8
14,"[249, 257, 275, 280]",0.2,0.8
15,"[248, 258, 268, 272]",0.35,0.65
16,"[241, 255, 268, 274]",0.15,0.85
17,"[249, 257, 258, 280]",0.15,0.85
18,"[242, 248, 273, 275]",0.2,0.8
19,"[245, 255, 268, 272]",0.3,0.7
20,"[246, 257, 258, 280]",0.25,0.75
21,"[241, 248, 268, 273]",0.15,0.85
22,"[255, 265, 274, 275]",0.2,0.8
23,"[242, 249, 257, 272]",0.4,0.6
24,"[248, 258, 268, 273]",0.15,0.85
25,"[241, 255, 268, 274]",0.1,0.9
26,"[249, 257, 275, 280]",0.2,0.8
27,"[245, 248, 258, 272]",0.3,0.7
28,"[242, 255, 268, 274]",0.2,0.8
29,"[246, 249, 257, 280]",0.2,0.8
30,"[241, 248, 258, 275]",0.25,0.75
31,"[255, 265, 268, 272]",0.35,0.65
32,"[249, 257, 258, 280]",0.15,0.85
33,"[242, 248, 268, 273]",0.15,0.85
34,"[255, 268, 274, 275]",0.15,0.85
35,"[241, 249, 258, 272]",0.4,0.6
36,"[248, 258, 268, 273]",0.1,0.9
37,"[241, 255, 268, 274]",0.1,0.9
38,"[246, 257, 275, 280]",0.3,0.7
39,"[245, 248, 258, 272]",0.3,0.7
40,"[255, 265, 268, 274]",0.2,0.8
