round,maintained_units,avg_risk,avg_survival_prob
1,"[246, 249, 257, 265]",0.016224212499717467,0.9837757875002826
2,"[242, 245, 255, 274]",0.10025931929931904,0.8997406807006809
3,"[258, 261, 268, 275]",0.14376763880577886,0.8562323611942212
4,"[241, 249, 279, 280]",0.4129495131104878,0.5870504868895122
5,"[246, 255, 265, 274]",0.2524681731449718,0.7475318268550282
6,"[242, 249, 261, 268]",0.0958299079768342,0.9041700920231659
7,"[256, 257, 273, 274]",0.09998229660117437,0.9000177033988257
8,"[248, 255, 258, 277]",0.23306552683491147,0.7669344731650886
9,"[246, 249, 265, 280]",0.3334001442325743,0.6665998557674258
10,"[242, 257, 268, 274]",0.20026682954284952,0.7997331704571504
11,"[245, 255, 256, 272]",0.17682758038978327,0.8231724196102167
12,"[248, 249, 261, 277]",0.22294538264380598,0.7770546173561941
13,"[246, 257, 265, 279]",0.2994794380941445,0.7005205619058554
14,"[242, 255, 268, 280]",0.2652268753431912,0.7347731246568088
15,"[249, 256, 261, 275]",0.19516634530135896,0.8048336546986411
16,"[248, 257, 273, 274]",0.25675672070353955,0.7432432792964605
17,"[246, 255, 265, 272]",0.22734762375508363,0.7726523762449163
18,"[242, 249, 258, 268]",0.24518837275684285,0.7548116272431571
19,"[256, 257, 274, 280]",0.23761063413325317,0.7623893658667468
20,"[245, 248, 255, 277]",0.18332253748090066,0.8166774625190992
21,"[246, 249, 265, 275]",0.26601602355440634,0.7339839764455938
22,"[242, 257, 268, 279]",0.2502668295919532,0.7497331704080468
23,"[255, 256, 258, 272]",0.22657057005742595,0.773429429942574
24,"[248, 249, 277, 280]",0.29100997636726483,0.7089900236327351
25,"[246, 257, 265, 273]",0.24973644874010148,0.7502635512598985
26,"[242, 245, 255, 268]",0.17683264632017867,0.8231673536798214
27,"[249, 256, 261, 275]",0.19448587225606823,0.8055141277439318
28,"[248, 257, 258, 274]",0.25649971005758243,0.7435002899424176
29,"[246, 265, 272, 280]",0.3157418524153929,0.6842581475846071
30,"[242, 249, 261, 268]",0.21645549143401252,0.7835445085659875
31,"[256, 257, 274, 279]",0.19921640542387267,0.8007835945761274
32,"[245, 248, 255, 277]",0.18332253784360408,0.8166774621563959
33,"[246, 249, 258, 265]",0.29542937797163094,0.7045706220283691
34,"[242, 268, 273, 280]",0.33866105825223014,0.6613389417477699
35,"[245, 255, 256, 272]",0.17682758038975102,0.823172419610249
36,"[248, 249, 261, 277]",0.20193527456348992,0.7980647254365101
37,"[246, 257, 265, 274]",0.1997364487892051,0.8002635512107948
38,"[242, 255, 258, 268]",0.22657563567425365,0.7734243643257463
39,"[249, 256, 275, 280]",0.30389020894755786,0.6961097910524422
40,"[248, 257, 274, 279]",0.25675672070353955,0.7432432792964605
