round,maintained_units,avg_risk,avg_survival_prob
1,"[243, 252, 253, 267]",0.0,1.0
2,"[245, 255, 264, 280]",0.3,0.7
3,"[246, 269, 270, 278]",0.4,0.6
4,"[243, 252, 253, 267]",0.0,1.0
5,"[249, 255, 262, 280]",0.25,0.75
6,"[244, 245, 264, 271]",0.25,0.75
7,"[245, 248, 252, 278]",0.1,0.9
8,"[241, 249, 255, 280]",0.25,0.75
9,"[243, 245, 269, 271]",0.1,0.9
10,"[244, 253, 264, 267]",0.15,0.85
11,"[248, 255, 278, 280]",0.3,0.7
12,"[252, 262, 269, 271]",0.25,0.75
13,"[241, 243, 245, 252]",0.1,0.9
14,"[244, 255, 264, 280]",0.3,0.7
15,"[248, 269, 271, 278]",0.2,0.8
16,"[243, 252, 253, 267]",0.05,0.95
17,"[245, 249, 255, 280]",0.2,0.8
18,"[241, 244, 264, 271]",0.25,0.75
19,"[248, 262, 270, 278]",0.2,0.8
20,"[249, 253, 255, 280]",0.2,0.8
21,"[245, 252, 269, 271]",0.25,0.75
22,"[244, 253, 264, 267]",0.15,0.85
23,"[243, 249, 278, 280]",0.35,0.65
24,"[243, 245, 269, 271]",0.1,0.9
25,"[243, 252, 253, 267]",0.0,1.0
26,"[255, 262, 264, 280]",0.3,0.7
27,"[248, 269, 271, 278]",0.25,0.75
28,"[241, 243, 245, 252]",0.1,0.9
29,"[249, 253, 255, 280]",0.2,0.8
30,"[244, 264, 269, 271]",0.25,0.75
31,"[248, 252, 267, 278]",0.15,0.85
32,"[245, 249, 255, 280]",0.2,0.8
33,"[241, 262, 269, 271]",0.25,0.75
34,"[243, 244, 253, 264]",0.1,0.9
35,"[248, 255, 278, 280]",0.3,0.7
36,"[245, 252, 269, 271]",0.2,0.8
37,"[243, 252, 253, 267]",0.05,0.95
38,"[241, 255, 264, 280]",0.3,0.7
39,"[246, 269, 271, 278]",0.25,0.75
40,"[243, 245, 252, 262]",0.1,0.9
