round,maintained_units,avg_risk,avg_survival_prob
1,"[252, 256, 266, 267]",0.0,1.0
2,"[246, 248, 253, 271]",0.3,0.7
3,"[242, 254, 260, 280]",0.35,0.65
4,"[252, 266, 267, 270]",0.1,0.9
5,"[244, 246, 256, 258]",0.2,0.8
6,"[247, 248, 253, 255]",0.25,0.75
7,"[242, 252, 254, 268]",0.25,0.75
8,"[246, 250, 267, 280]",0.3,0.7
9,"[255, 256, 260, 270]",0.2,0.8
10,"[248, 252, 253, 271]",0.3,0.7
11,"[242, 244, 246, 254]",0.3,0.7
12,"[252, 255, 266, 267]",0.15,0.85
13,"[250, 252, 256, 280]",0.15,0.85
14,"[246, 248, 253, 271]",0.35,0.65
15,"[242, 254, 258, 260]",0.35,0.65
16,"[252, 256, 266, 267]",0.15,0.85
17,"[244, 246, 267, 270]",0.1,0.9
18,"[248, 253, 271, 280]",0.35,0.65
19,"[242, 252, 254, 268]",0.25,0.75
20,"[244, 246, 256, 266]",0.25,0.75
21,"[252, 255, 260, 267]",0.15,0.85
22,"[247, 248, 253, 270]",0.25,0.75
23,"[242, 246, 259, 280]",0.4,0.6
24,"[252, 255, 256, 266]",0.2,0.8
25,"[256, 258, 266, 267]",0.1,0.9
26,"[246, 248, 253, 271]",0.3,0.7
27,"[242, 252, 259, 260]",0.4,0.6
28,"[250, 252, 270, 280]",0.1,0.9
29,"[244, 246, 256, 267]",0.25,0.75
30,"[248, 253, 255, 258]",0.3,0.7
31,"[242, 252, 254, 268]",0.25,0.75
32,"[244, 246, 267, 270]",0.1,0.9
33,"[250, 256, 260, 280]",0.3,0.7
34,"[247, 248, 252, 253]",0.25,0.75
35,"[246, 254, 259, 268]",0.35,0.65
36,"[252, 255, 266, 267]",0.1,0.9
37,"[252, 256, 266, 270]",0.1,0.9
38,"[246, 253, 271, 280]",0.4,0.6
39,"[242, 254, 260, 268]",0.3,0.7
40,"[242, 252, 258, 267]",0.15,0.85
