round,maintained_units,avg_risk,avg_survival_prob
1,"[249, 252, 253, 280]",0.1,0.9
2,"[241, 243, 256, 277]",0.4,0.6
3,"[250, 251, 272, 279]",0.25,0.75
4,"[249, 259, 278, 280]",0.2,0.8
5,"[243, 249, 253, 255]",0.05,0.95
6,"[251, 252, 272, 277]",0.25,0.75
7,"[241, 250, 270, 280]",0.3,0.7
8,"[249, 255, 260, 278]",0.2,0.8
9,"[251, 252, 253, 272]",0.15,0.85
10,"[253, 275, 277, 280]",0.15,0.85
11,"[249, 250, 253, 255]",0.15,0.85
12,"[241, 243, 251, 272]",0.35,0.65
13,"[253, 259, 260, 280]",0.15,0.85
14,"[249, 255, 275, 277]",0.25,0.75
15,"[250, 251, 270, 272]",0.2,0.8
16,"[252, 253, 278, 280]",0.1,0.9
17,"[241, 249, 255, 266]",0.25,0.75
18,"[251, 260, 272, 277]",0.25,0.75
19,"[243, 250, 253, 280]",0.15,0.85
20,"[249, 253, 255, 278]",0.15,0.85
21,"[251, 252, 253, 272]",0.15,0.85
22,"[241, 259, 275, 277]",0.35,0.65
23,"[249, 250, 260, 270]",0.25,0.75
24,"[251, 253, 272, 278]",0.15,0.85
25,"[249, 252, 253, 280]",0.05,0.95
26,"[243, 255, 275, 277]",0.2,0.8
27,"[241, 250, 251, 272]",0.3,0.7
28,"[249, 260, 278, 280]",0.2,0.8
29,"[243, 249, 253, 255]",0.1,0.9
30,"[251, 252, 272, 277]",0.25,0.75
31,"[250, 259, 270, 280]",0.2,0.8
32,"[241, 249, 255, 278]",0.3,0.7
33,"[251, 253, 260, 272]",0.2,0.8
34,"[253, 275, 277, 280]",0.15,0.85
35,"[249, 250, 252, 255]",0.2,0.8
36,"[243, 251, 272, 278]",0.2,0.8
37,"[241, 247, 266, 280]",0.2,0.8
38,"[249, 253, 260, 277]",0.3,0.7
39,"[250, 251, 270, 272]",0.2,0.8
40,"[252, 259, 278, 280]",0.2,0.8
